subjno,dayno,beep,group,emo1_m,emo2_m,emo3_m,emo4_m,emo5_m,emo6_m,emo7_m,emo8_m
31,34,3,2,56,4,61,42,0,1,1,8
31,34,4,2,,,,,,,,
31,34,5,2,53,43,44,40,37,62,39,56
31,34,6,2,66,13,60,43,0,6,5,5
31,35,1,2,49,0,38,39,4,2,0,7
31,35,2,2,63,16,56,66,0,3,20,36
31,35,3,2,,,,,,,,
31,35,4,2,59,1,37,46,2,0,23,1
31,35,5,2,33,0,42,35,0,0,9,8
31,35,6,2,44,0,16,19,0,0,56,51
31,36,1,2,,,,,,,,
31,36,2,2,52,0,42,55,0,0,2,1
31,36,3,2,61,12,48,59,3,0,0,0
31,36,4,2,65,0,45,53,0,0,0,0
31,36,5,2,52,0,58,56,0,3,0,0
31,36,6,2,,,,,,,,
31,37,1,2,48,0,38,39,0,3,17,14
31,37,2,2,38,38,42,41,64,54,61,63
31,37,3,2,59,38,34,42,38,67,38,37
31,37,4,2,53,0,50,0,0,3,9,8
31,37,5,2,55,0,30,39,11,2,0,3
31,37,6,2,55,3,51,51,0,6,2,8
31,38,1,2,54,0,49,54,1,0,1,2
31,38,2,2,51,0,49,37,12,5,7,11
31,38,3,2,,,,,,,,
31,38,4,2,,,,,,,,
31,38,5,2,49,0,22,49,1,1,20,2
31,38,6,2,57,41,39,48,46,58,59,61
31,39,1,2,54,0,38,41,0,0,5,9
31,39,2,2,61,37,33,36,41,59,39,40
31,39,3,2,,,,,,,,
31,39,4,2,,,,,,,,
31,39,5,2,,,,,,,,
31,39,6,2,,,,,,,,
31,40,1,2,40,36,40,60,42,42,61,61
31,40,2,2,54,0,49,45,0,0,11,7
31,40,3,2,40,69,64,65,38,43,38,42
31,40,4,2,51,1,49,39,0,0,3,0
31,40,5,2,41,63,38,61,40,40,40,35
31,40,6,2,53,0,48,35,0,0,0,4
32,1,1,2,63,12,36,41,4,60,61,60
32,1,2,2,31,18,11,18,87,66,72,66
32,1,3,2,29,28,28,27,3,77,74,76
32,1,4,2,60,31,66,68,2,68,61,63
32,1,5,2,27,23,28,22,9,85,71,85
32,1,6,2,75,69,37,64,30,64,25,40
32,2,1,2,36,38,35,34,62,68,65,66
32,2,2,2,,,,,,,,
32,2,3,2,61,62,62,62,1,39,38,41
32,2,4,2,67,35,30,32,72,70,69,29
32,2,5,2,67,39,22,57,31,68,63,66
32,2,6,2,7,4,36,5,6,95,98,97
32,3,1,2,29,27,27,32,95,72,69,39
32,3,2,2,77,66,74,69,27,36,37,36
32,3,3,2,74,67,66,75,4,35,30,39
32,3,4,2,35,28,65,31,13,66,66,66
32,3,5,2,60,59,61,65,4,42,42,63
32,3,6,2,64,32,82,68,4,34,64,66
32,4,1,2,27,23,64,23,65,65,78,87
32,4,2,2,26,34,18,63,63,68,68,82
32,4,3,2,31,34,31,59,32,66,63,73
32,4,4,2,32,33,3,72,4,69,77,74
32,4,5,2,82,70,74,73,3,36,30,36
32,4,6,2,5,5,2,3,100,96,100,99
32,5,1,2,67,38,81,94,6,38,37,82
32,5,2,2,65,39,79,60,6,63,72,72
32,5,3,2,78,69,74,75,4,26,32,40
32,5,4,2,72,69,73,82,2,35,32,69
32,5,5,2,81,68,80,75,6,66,30,79
32,5,6,2,36,41,70,65,3,37,72,65
32,6,1,2,68,62,29,89,1,63,32,65
32,6,2,2,69,72,35,70,6,66,29,72
32,6,3,2,65,33,36,67,37,63,37,69
32,6,4,2,25,26,22,70,63,65,71,65
32,6,5,2,26,67,9,69,69,66,65,66
32,6,6,2,67,67,32,78,0,66,36,67
32,7,1,2,31,33,29,22,63,70,67,83
32,7,2,2,62,68,28,89,27,39,36,26
32,7,3,2,80,77,20,79,5,0,29,63
32,7,4,2,21,27,69,15,9,66,71,64
32,7,5,2,73,63,16,76,3,66,34,68
32,7,6,2,,,,,,,,
32,8,1,2,36,30,33,35,76,59,73,66
32,8,2,2,,,,,,,,
32,8,3,2,,,,,,,,
32,8,4,2,68,38,25,63,0,63,68,74
32,8,5,2,,,,,,,,
32,8,6,2,68,35,74,38,7,65,66,69
32,9,1,2,,,,,,,,
32,9,2,2,,,,,,,,
32,9,3,2,72,37,28,68,6,65,72,68
32,9,4,2,26,25,20,69,4,68,70,69
32,9,5,2,33,32,15,67,72,64,67,62
32,9,6,2,66,65,23,66,7,63,41,69
32,10,1,2,69,35,70,30,6,67,65,70
32,10,2,2,71,68,33,83,8,67,62,74
32,10,3,2,66,64,69,73,3,64,36,71
32,10,4,2,69,31,72,66,6,65,65,66
32,10,5,2,39,37,35,34,6,67,63,68
32,10,6,2,41,64,67,30,69,72,66,78
32,11,1,2,29,13,56,23,69,79,83,88
32,11,2,2,30,30,17,70,70,68,73,82
32,11,3,2,31,32,28,35,66,71,73,82
32,11,4,2,70,36,69,69,8,66,63,72
32,11,5,2,67,13,18,33,7,77,71,76
32,11,6,2,69,61,82,79,0,64,36,73
32,12,1,2,,,,,,,,
32,12,2,2,40,37,35,43,65,72,67,74
32,12,3,2,35,35,28,35,72,69,66,72
32,12,4,2,67,66,65,69,2,71,38,72
32,12,5,2,34,37,30,36,5,68,65,74
32,12,6,2,67,64,80,66,4,65,39,70
32,13,1,2,,,,,,,,
32,13,2,2,,,,,,,,
32,13,3,2,,,,,,,,
32,13,4,2,,,,,,,,
32,13,5,2,28,29,26,27,67,69,71,88
32,13,6,2,14,20,18,4,80,71,74,88
32,14,1,2,30,29,31,63,67,74,73,98
32,14,2,2,32,5,29,69,4,98,94,92
32,14,3,2,16,10,5,33,74,71,71,81
32,14,4,2,34,29,32,66,8,76,74,71
32,14,5,2,63,59,64,67,3,75,38,76
32,14,6,2,,,,,,,,
32,15,1,2,77,24,79,72,4,70,65,74
32,15,2,2,,,,,,,,
32,15,3,2,68,69,3,75,3,73,72,75
32,15,4,2,73,69,66,71,3,93,66,76
32,15,5,2,,,,,,,,
32,15,6,2,31,27,68,26,5,80,77,77
32,16,1,2,31,31,18,32,6,76,75,79
32,16,2,2,6,2,0,67,2,97,96,97
32,16,3,2,26,32,13,68,66,74,82,90
32,16,4,2,28,27,28,76,9,78,80,86
32,16,5,2,34,29,13,69,6,69,65,97
32,16,6,2,73,24,27,69,9,78,77,77
32,17,1,2,64,63,38,70,6,74,29,74
32,17,2,2,41,42,65,63,5,76,68,71
32,17,3,2,66,63,30,36,4,73,39,79
32,17,4,2,38,38,65,70,3,76,69,72
32,17,5,2,29,32,29,71,4,73,66,77
32,17,6,2,35,37,31,63,4,69,33,39
32,18,1,2,35,35,30,33,74,75,79,84
32,18,2,2,32,32,28,65,69,69,73,73
32,18,3,2,69,72,33,75,6,81,28,74
32,18,4,2,23,27,10,30,72,70,75,76
32,18,5,2,28,34,61,67,63,71,72,77
32,18,6,2,31,33,37,76,39,75,78,82
32,19,1,2,23,31,30,36,2,74,82,86
32,19,2,2,40,40,62,38,4,70,69,75
32,19,3,2,38,38,33,70,5,71,72,79
32,19,4,2,37,34,69,68,0,74,66,69
32,19,5,2,32,32,31,76,1,77,74,80
32,19,6,2,62,36,72,69,4,69,67,77
32,20,1,2,67,10,36,75,60,74,41,56
32,20,2,2,64,28,67,69,7,39,36,69
32,20,3,2,67,34,34,67,7,65,65,62
32,20,4,2,63,66,38,55,7,62,31,43
32,20,5,2,25,27,18,24,81,62,69,79
32,20,6,2,33,34,69,73,89,70,64,72
32,21,1,2,66,68,36,74,69,38,38,40
32,21,2,2,31,28,31,35,73,31,68,80
32,21,3,2,36,38,63,69,71,68,67,76
32,21,4,2,38,34,25,65,6,66,64,69
32,21,5,2,35,61,31,65,7,67,63,50
32,21,6,2,60,36,8,61,67,62,64,64
32,22,1,2,39,64,36,24,75,70,65,74
32,22,2,2,33,37,31,35,71,70,76,70
32,22,3,2,39,36,29,30,65,72,61,74
32,22,4,2,2,4,2,31,2,77,77,79
32,22,5,2,37,39,35,67,4,68,59,71
32,22,6,2,33,35,5,61,2,68,64,76
32,23,1,2,37,38,34,68,26,71,62,73
32,23,2,2,38,38,12,66,64,66,68,76
32,23,3,2,64,66,66,69,6,68,43,72
32,23,4,2,32,29,16,64,28,67,69,66
32,23,5,2,29,28,11,63,66,65,76,69
32,23,6,2,36,37,68,34,4,71,64,75
32,24,1,2,38,41,28,71,37,69,65,75
32,24,2,2,31,28,25,65,8,72,62,77
32,24,3,2,36,37,69,67,2,72,67,73
32,24,4,2,39,41,62,66,5,67,63,70
32,24,5,2,33,33,20,64,66,70,67,74
32,24,6,2,39,37,68,32,11,76,69,77
32,25,1,2,35,37,66,42,70,75,69,79
32,25,2,2,35,33,75,64,69,71,74,75
32,25,3,2,38,36,68,66,33,69,64,72
32,25,4,2,39,34,36,70,67,65,63,77
32,25,5,2,61,64,71,66,0,68,40,69
32,25,6,2,,,,,,,,
32,26,1,2,34,35,26,67,4,69,66,71
32,26,2,2,,,,,,,,
32,26,3,2,63,62,24,71,3,67,38,76
32,26,4,2,,,,,,,,
32,26,5,2,27,28,16,32,76,72,71,75
32,26,6,2,32,26,5,5,74,76,73,73
32,27,1,2,26,25,81,24,5,73,71,71
32,27,2,2,35,37,31,64,9,75,68,74
32,27,3,2,21,20,18,60,7,70,68,68
32,27,4,2,,,,,,,,
32,27,5,2,19,22,24,39,67,75,72,76
32,27,6,2,31,30,31,35,67,74,68,74
32,28,1,2,4,7,1,5,76,89,75,87
32,28,2,2,94,22,73,100,3,19,33,21
32,28,3,2,74,25,74,74,6,19,36,63
32,28,4,2,62,35,65,69,8,19,65,62
32,28,5,2,71,19,76,66,10,9,38,61
32,28,6,2,67,23,70,72,21,20,16,16
32,29,1,2,69,66,39,82,20,27,30,34
32,29,2,2,61,63,67,64,4,27,20,29
32,29,3,2,83,37,65,69,4,16,10,9
32,29,4,2,63,22,39,61,6,22,35,39
32,29,5,2,26,22,16,61,71,69,63,79
32,29,6,2,,,,,,,,
32,30,1,2,36,70,33,66,6,35,63,63
32,30,2,2,62,35,61,58,6,42,25,41
32,30,3,2,39,39,65,68,24,61,61,60
32,30,4,2,25,27,17,31,60,59,63,62
32,30,5,2,40,36,66,63,44,66,61,62
32,30,6,2,33,25,37,34,70,23,21,40
32,31,1,2,43,43,21,61,61,43,61,40
32,31,2,2,38,38,1,64,27,36,37,39
32,31,3,2,37,64,34,78,28,65,24,59
32,31,4,2,34,31,15,69,1,29,58,34
32,31,5,2,34,32,16,69,4,67,69,67
32,31,6,2,42,41,56,58,59,57,58,58
32,32,1,2,32,28,63,28,65,67,67,60
32,32,2,2,29,32,27,63,66,69,65,68
32,32,3,2,63,38,39,76,1,63,60,65
32,32,4,2,28,38,30,84,38,67,66,41
32,32,5,2,63,37,22,69,66,67,66,42
32,32,6,2,55,14,9,76,34,67,65,66
32,33,1,2,64,67,65,75,3,30,25,64
32,33,2,2,41,36,19,71,32,64,61,68
32,33,3,2,42,41,38,37,79,61,65,63
32,33,4,2,,,,,,,,
32,33,5,2,29,21,11,20,80,69,66,72
32,33,6,2,66,66,38,83,6,63,34,64
32,34,1,2,33,38,14,69,35,63,61,61
32,34,2,2,65,38,69,68,4,63,65,70
32,34,3,2,38,30,29,66,22,66,66,64
32,34,4,2,40,32,27,69,65,64,70,69
32,34,5,2,33,30,29,65,71,62,64,63
32,34,6,2,63,58,64,70,35,35,42,32
32,35,1,2,38,33,17,67,18,67,64,71
32,35,2,2,33,32,13,67,84,67,67,70
32,35,3,2,65,64,19,83,12,60,35,64
32,35,4,2,65,62,41,73,34,59,35,37
32,35,5,2,36,30,18,69,9,66,65,63
32,35,6,2,60,62,26,79,0,67,59,66
32,36,1,2,62,64,28,82,1,67,36,70
32,36,2,2,61,63,32,86,3,60,39,40
32,36,3,2,59,33,60,76,38,63,59,67
32,36,4,2,31,23,29,39,71,35,70,62
32,36,5,2,20,12,11,38,63,68,88,67
32,36,6,2,61,62,69,81,3,61,22,60
32,37,1,2,36,39,59,62,64,72,59,63
32,37,2,2,64,65,80,68,5,64,27,66
32,37,3,2,32,31,15,28,68,66,66,76
32,37,4,2,38,36,31,69,4,69,63,67
32,37,5,2,23,17,4,66,96,67,68,64
32,37,6,2,35,31,61,71,6,69,62,71
32,38,1,2,65,66,39,79,1,37,37,70
32,38,2,2,38,35,28,29,66,68,66,66
32,38,3,2,29,18,27,65,89,67,85,68
32,38,4,2,37,31,35,65,6,33,64,78
32,38,5,2,74,58,69,75,12,17,17,9
32,38,6,2,31,29,78,25,67,66,70,77
32,39,1,2,28,25,61,17,70,69,68,65
32,39,2,2,37,35,20,74,26,72,66,65
32,39,3,2,62,63,29,70,6,72,65,72
32,39,4,2,62,37,61,39,37,29,67,63
32,39,5,2,,,,,,,,
32,39,6,2,30,29,28,30,28,35,35,33
32,40,1,2,26,20,34,13,87,69,73,69
32,40,2,2,41,40,71,61,80,71,69,73
32,40,3,2,34,32,63,63,73,69,69,63
32,40,4,2,31,28,31,62,70,69,71,63
32,40,5,2,37,35,38,78,35,66,67,72
32,40,6,2,65,66,69,79,77,79,67,80
33,1,1,1,37,37,56,69,15,17,5,16
33,1,2,1,67,41,41,61,0,0,13,0
33,1,3,1,63,34,57,66,5,4,0,6
33,1,4,1,22,26,51,76,0,0,0,0
33,1,5,1,79,77,85,66,2,0,25,0
33,1,6,1,25,27,40,58,0,2,3,5
33,2,1,1,23,67,35,29,65,7,50,66
33,2,2,1,25,29,37,54,2,0,0,63
33,2,3,1,57,55,30,61,21,0,0,34
33,2,4,1,,,,,,,,
33,2,5,1,87,58,74,81,6,8,7,0
33,2,6,1,74,61,73,94,0,0,0,0
33,3,1,1,83,69,62,73,0,0,0,0
33,3,2,1,51,16,76,59,2,7,16,3
33,3,3,1,70,62,79,82,0,0,3,0
33,3,4,1,61,61,69,69,0,0,0,0
33,3,5,1,29,0,30,60,0,3,21,0
33,3,6,1,58,35,35,62,16,34,38,0
33,4,1,1,73,55,100,98,0,0,11,0
33,4,2,1,77,71,31,86,0,0,0,4
33,4,3,1,68,14,36,76,0,0,4,4
33,4,4,1,67,42,63,54,0,0,6,6
33,4,5,1,37,26,31,35,0,0,31,0
33,4,6,1,82,79,83,86,21,8,0,14
33,5,1,1,100,34,69,100,3,0,0,0
33,5,2,1,,,,,,,,
33,5,3,1,68,35,4,100,0,3,0,0
33,5,4,1,,,,,,,,
33,5,5,1,100,100,100,100,0,0,0,0
33,5,6,1,96,64,100,100,0,0,3,5
33,6,1,1,87,27,100,73,0,3,0,15
33,6,2,1,21,0,67,71,0,0,0,0
33,6,3,1,,,,,,,,
33,6,4,1,60,35,36,63,0,0,6,21
33,6,5,1,39,7,0,66,1,0,0,0
33,6,6,1,,,,,,,,
33,7,1,1,,,,,,,,
33,7,2,1,46,20,57,78,0,4,4,0
33,7,3,1,44,41,61,74,4,0,2,6
33,7,4,1,60,68,68,76,8,8,4,0
33,7,5,1,73,65,71,61,0,0,0,0
33,7,6,1,67,26,21,41,1,2,0,0
33,8,1,1,34,0,28,43,0,0,0,5
33,8,2,1,60,12,66,100,0,0,0,0
33,8,3,1,40,13,36,74,0,34,2,0
33,8,4,1,29,0,33,33,0,0,0,0
33,8,5,1,62,52,17,65,0,0,0,0
33,8,6,1,,,,,,,,
33,9,1,1,68,64,65,74,1,0,0,0
33,9,2,1,,,,,,,,
33,9,3,1,7,7,33,23,30,0,1,0
33,9,4,1,77,10,98,42,2,0,0,0
33,9,5,1,24,3,85,39,15,13,7,36
33,9,6,1,31,19,73,63,0,5,0,2
33,10,1,1,76,26,0,84,0,0,0,0
33,10,2,1,23,0,0,0,0,0,1,0
33,10,3,1,68,20,28,88,0,8,0,0
33,10,4,1,22,0,88,82,0,0,0,1
33,10,5,1,68,22,78,80,0,4,0,0
33,10,6,1,37,26,20,39,0,1,2,0
33,11,1,1,62,32,32,67,5,5,1,5
33,11,2,1,64,6,61,100,0,0,0,0
33,11,3,1,64,4,39,74,7,0,0,0
33,11,4,1,,,,,,,,
33,11,5,1,61,9,39,86,3,0,0,29
33,11,6,1,,,,,,,,
33,12,1,1,44,19,25,34,33,0,32,61
33,12,2,1,34,32,34,21,20,6,35,60
33,12,3,1,37,38,30,54,1,1,10,32
33,12,4,1,35,8,57,22,26,0,11,35
33,12,5,1,19,25,9,40,0,5,44,20
33,12,6,1,31,15,29,35,27,6,55,60
33,13,1,1,,,,,,,,
33,13,2,1,,,,,,,,
33,13,3,1,17,19,59,61,0,1,0,0
33,13,4,1,25,28,31,60,33,0,3,0
33,13,5,1,63,57,26,61,7,13,15,16
33,13,6,1,72,59,67,91,0,0,0,0
33,14,1,1,19,3,32,27,0,0,0,1
33,14,2,1,,,,,,,,
33,14,3,1,64,34,63,39,2,36,0,23
33,14,4,1,16,51,58,71,0,0,0,0
33,14,5,1,54,12,66,61,16,22,14,13
33,14,6,1,,,,,,,,
33,15,1,1,,,,,,,,
33,15,2,1,27,29,16,28,17,0,0,60
33,15,3,1,31,4,33,0,0,0,0,35
33,15,4,1,22,21,0,9,0,0,67,21
33,15,5,1,63,40,78,70,0,0,1,0
33,15,6,1,25,0,27,49,1,0,9,2
33,16,1,1,54,26,66,61,0,0,0,0
33,16,2,1,63,22,66,55,0,0,8,0
33,16,3,1,75,15,81,97,0,0,6,0
33,16,4,1,28,2,46,65,0,7,5,0
33,16,5,1,38,8,29,28,23,16,30,0
33,16,6,1,26,7,71,68,3,0,0,4
33,17,1,1,39,41,15,69,11,13,3,8
33,17,2,1,,,,,,,,
33,17,3,1,63,30,25,64,0,0,0,0
33,17,4,1,58,30,63,46,8,17,14,0
33,17,5,1,57,34,61,42,4,5,0,34
33,17,6,1,,,,,,,,
33,18,1,1,69,0,67,63,0,9,38,43
33,18,2,1,,,,,,,,
33,18,3,1,67,6,65,75,4,24,0,19
33,18,4,1,37,35,33,35,2,31,5,3
33,18,5,1,52,0,13,59,0,0,4,0
33,18,6,1,,,,,,,,
33,19,1,1,23,1,13,52,0,4,16,26
33,19,2,1,,,,,,,,
33,19,3,1,24,9,30,61,0,22,2,0
33,19,4,1,,,,,,,,
33,19,5,1,34,32,0,20,60,37,60,33
33,19,6,1,18,0,35,62,7,9,0,3
33,20,1,1,37,0,56,24,0,0,5,0
33,20,2,1,57,31,74,62,0,0,6,0
33,20,3,1,36,2,30,43,6,29,55,2
33,20,4,1,59,23,78,69,0,0,0,2
33,20,5,1,65,40,22,56,0,0,0,0
33,20,6,1,66,73,100,90,2,0,0,0
33,21,1,1,0,6,0,48,0,0,0,0
33,21,2,1,35,0,56,51,0,0,0,1
33,21,3,1,42,33,60,66,2,29,0,1
33,21,4,1,59,31,55,64,0,0,4,1
33,21,5,1,,,,,,,,
33,21,6,1,,,,,,,,
33,22,1,1,57,33,43,71,0,0,7,6
33,22,2,1,17,4,29,54,0,31,5,0
33,22,3,1,22,0,58,60,0,4,0,4
33,22,4,1,,,,,,,,
33,22,5,1,,,,,,,,
33,22,6,1,63,30,64,55,4,0,0,5
33,23,1,1,63,66,66,73,0,0,0,0
33,23,2,1,41,31,43,71,2,0,0,0
33,23,3,1,,,,,,,,
33,23,4,1,51,0,65,74,0,0,21,0
33,23,5,1,39,7,61,63,0,4,49,2
33,23,6,1,3,5,4,59,0,0,0,0
33,24,1,1,43,41,33,36,0,0,0,0
33,24,2,1,0,27,0,38,0,0,25,3
33,24,3,1,69,34,61,65,0,0,5,5
33,24,4,1,,,,,,,,
33,24,5,1,54,0,59,69,5,0,0,25
33,24,6,1,59,32,64,48,0,0,0,0
33,25,1,1,13,0,37,0,51,0,13,28
33,25,2,1,65,0,63,32,2,0,9,0
33,25,3,1,38,4,67,67,0,6,0,0
33,25,4,1,,,,,,,,
33,25,5,1,81,24,73,66,0,6,5,6
33,25,6,1,72,0,74,66,0,0,0,0
33,26,1,1,64,0,31,76,0,0,0,3
33,26,2,1,51,15,66,63,0,2,4,0
33,26,3,1,35,2,46,39,1,0,0,2
33,26,4,1,57,39,35,43,0,0,12,13
33,26,5,1,34,0,62,41,13,0,5,1
33,26,6,1,,,,,,,,
33,27,1,1,66,99,69,86,0,0,0,0
33,27,2,1,67,3,29,44,12,0,0,0
33,27,3,1,7,0,26,51,0,2,0,0
33,27,4,1,81,63,83,79,0,0,1,2
33,27,5,1,71,0,67,75,0,0,0,0
33,27,6,1,66,2,30,60,5,7,2,0
33,28,1,1,30,0,35,63,0,0,0,0
33,28,2,1,69,28,61,27,1,0,0,0
33,28,3,1,24,0,63,68,0,0,0,0
33,28,4,1,63,4,29,33,6,0,0,0
33,28,5,1,18,35,64,31,1,23,0,0
33,28,6,1,37,1,70,37,0,6,6,6
33,29,1,1,27,48,36,75,0,0,0,0
33,29,2,1,,,,,,,,
33,29,3,1,10,22,66,35,0,0,0,0
33,29,4,1,76,56,37,65,3,2,1,0
33,29,5,1,35,3,29,60,0,0,25,0
33,29,6,1,70,2,51,67,4,0,2,0
33,30,1,1,73,32,66,78,0,0,0,0
33,30,2,1,74,68,74,60,1,0,5,0
33,30,3,1,66,3,66,68,2,0,0,6
33,30,4,1,68,72,78,74,0,0,0,2
33,30,5,1,31,6,0,52,0,0,0,1
33,30,6,1,66,31,35,51,0,2,5,1
33,31,1,1,63,26,62,60,3,1,0,0
33,31,2,1,73,0,77,74,0,0,0,1
33,31,3,1,62,14,72,72,0,0,0,0
33,31,4,1,79,0,69,69,0,0,0,0
33,31,5,1,68,65,66,44,0,0,0,0
33,31,6,1,,,,,,,,
33,32,1,1,75,5,71,60,1,0,0,0
33,32,2,1,71,64,59,62,3,1,0,0
33,32,3,1,73,43,71,72,0,0,0,2
33,32,4,1,,,,,,,,
33,32,5,1,63,14,71,66,0,8,28,4
33,32,6,1,56,34,24,0,0,2,0,2
33,33,1,1,67,5,67,61,1,0,2,0
33,33,2,1,32,0,68,30,1,0,0,2
33,33,3,1,39,0,65,30,0,0,0,0
33,33,4,1,,,,,,,,
33,33,5,1,79,28,24,51,0,1,5,0
33,33,6,1,,,,,,,,
33,34,1,1,28,30,32,34,22,0,0,28
33,34,2,1,30,0,71,61,0,2,0,0
33,34,3,1,,,,,,,,
33,34,4,1,66,0,57,52,0,0,0,0
33,34,5,1,64,17,63,61,0,1,10,0
33,34,6,1,49,72,31,66,1,0,0,12
33,35,1,1,66,23,66,61,0,0,0,0
33,35,2,1,,,,,,,,
33,35,3,1,52,3,18,11,0,43,0,2
33,35,4,1,,,,,,,,
33,35,5,1,13,0,31,18,47,37,0,3
33,35,6,1,70,68,34,21,0,0,0,0
33,36,1,1,38,0,46,69,0,22,0,0
33,36,2,1,,,,,,,,
33,36,3,1,,,,,,,,
33,36,4,1,33,0,16,62,5,1,22,1
33,36,5,1,64,16,62,59,0,0,2,0
33,36,6,1,57,32,82,77,0,0,0,0
33,37,1,1,62,26,31,62,0,0,4,0
33,37,2,1,71,13,60,63,0,0,3,0
33,37,3,1,79,20,11,67,0,0,78,2
33,37,4,1,13,23,32,37,19,37,0,51
33,37,5,1,11,0,1,0,0,2,0,31
33,37,6,1,81,26,81,37,8,26,7,27
33,38,1,1,82,20,3,22,4,1,12,0
33,38,2,1,31,11,0,0,73,0,16,68
33,38,3,1,,,,,,,,
33,38,4,1,36,2,18,32,6,0,24,0
33,38,5,1,72,1,71,70,2,3,1,0
33,38,6,1,,,,,,,,
33,39,1,1,99,15,0,80,2,0,0,1
33,39,2,1,73,16,61,72,1,0,0,3
33,39,3,1,81,0,80,78,0,0,0,0
33,39,4,1,67,20,57,53,0,0,6,0
33,39,5,1,61,22,19,48,0,0,0,0
33,39,6,1,27,0,0,0,10,0,0,0
33,40,1,1,62,8,62,68,0,2,6,0
33,40,2,1,,,,,,,,
33,40,3,1,61,3,69,52,0,5,6,0
33,40,4,1,65,4,24,53,0,0,5,0
33,40,5,1,,,,,,,,
33,40,6,1,,,,,,,,
34,1,1,1,23,17,38,11,10,50,80,20
34,1,2,1,31,29,14,25,0,69,59,75
34,1,3,1,29,31,12,28,0,80,61,90
34,1,4,1,39,41,24,19,0,50,31,77
34,1,5,1,,,,,,,,
34,1,6,1,44,40,5,23,0,87,62,100
34,2,1,1,64,69,45,73,2,10,27,14
34,2,2,1,63,73,37,60,0,21,0,39
34,2,3,1,66,57,37,38,0,0,35,57
34,2,4,1,50,37,41,18,0,37,56,68
34,2,5,1,68,66,60,72,0,0,33,31
34,2,6,1,58,59,58,61,0,0,25,0
34,3,1,1,39,37,32,35,0,0,41,0
34,3,2,1,,,,,,,,
34,3,3,1,28,31,0,0,73,68,70,68
34,3,4,1,65,68,41,68,3,0,35,28
34,3,5,1,61,60,59,10,0,9,0,14
34,3,6,1,64,69,64,70,0,0,7,0
34,4,1,1,,,,,,,,
34,4,2,1,,,,,,,,
34,4,3,1,81,81,60,70,0,0,0,0
34,4,4,1,80,75,31,75,0,17,0,20
34,4,5,1,72,71,59,73,0,0,12,0
34,4,6,1,64,67,76,76,0,0,0,0
34,5,1,1,,,,,,,,
34,5,2,1,,,,,,,,
34,5,3,1,,,,,,,,
34,5,4,1,,,,,,,,
34,5,5,1,,,,,,,,
34,5,6,1,,,,,,,,
34,6,1,1,,,,,,,,
34,6,2,1,,,,,,,,
34,6,3,1,,,,,,,,
34,6,4,1,,,,,,,,
34,6,5,1,,,,,,,,
34,6,6,1,,,,,,,,
34,7,1,1,,,,,,,,
34,7,2,1,,,,,,,,
34,7,3,1,,,,,,,,
34,7,4,1,,,,,,,,
34,7,5,1,,,,,,,,
34,7,6,1,70,10,25,19,0,0,20,59
34,8,1,1,20,15,47,12,0,0,17,59
34,8,2,1,65,31,60,2,3,0,0,4
34,8,3,1,37,35,35,24,0,57,0,0
34,8,4,1,34,0,30,28,0,0,67,71
34,8,5,1,0,0,0,15,0,63,30,86
34,8,6,1,50,0,50,61,0,0,0,0
34,9,1,1,,,,,,,,
34,9,2,1,69,73,44,34,1,0,0,4
34,9,3,1,65,0,43,0,0,24,9,10
34,9,4,1,12,16,38,23,0,75,39,75
34,9,5,1,,,,,,,,
34,9,6,1,38,0,16,15,5,0,18,79
34,10,1,1,67,67,64,62,0,3,0,11
34,10,2,1,,,,,,,,
34,10,3,1,31,0,67,22,0,0,44,92
34,10,4,1,19,0,44,13,0,0,22,62
34,10,5,1,0,0,21,0,0,62,74,82
34,10,6,1,2,0,0,19,0,0,64,100
34,11,1,1,0,0,1,0,0,0,0,94
34,11,2,1,15,0,28,4,64,0,0,63
34,11,3,1,,,,,,,,
34,11,4,1,61,59,75,0,0,0,0,40
34,11,5,1,,,,,,,,
34,11,6,1,37,21,46,27,27,33,6,15
34,12,1,1,42,10,44,19,0,0,0,76
34,12,2,1,40,25,40,28,0,6,20,59
34,12,3,1,44,45,37,0,0,0,0,32
34,12,4,1,59,39,0,0,0,21,0,6
34,12,5,1,46,28,0,0,0,0,0,3
34,12,6,1,49,13,100,50,0,0,0,0
34,13,1,1,36,7,41,2,0,0,0,62
34,13,2,1,41,5,50,4,0,0,0,75
34,13,3,1,56,33,99,0,0,0,0,0
34,13,4,1,41,35,79,59,0,0,0,0
34,13,5,1,,,,,,,,
34,13,6,1,39,20,57,66,0,0,0,0
34,14,1,1,44,5,56,28,0,0,0,70
34,14,2,1,,,,,,,,
34,14,3,1,38,0,49,0,6,0,0,58
34,14,4,1,,,,,,,,
34,14,5,1,27,0,0,0,62,0,68,100
34,14,6,1,0,0,0,21,0,0,0,38
34,15,1,1,42,33,100,27,0,0,0,0
34,15,2,1,33,6,69,68,0,1,3,0
34,15,3,1,33,0,69,32,0,0,0,58
34,15,4,1,,,,,,,,
34,15,5,1,58,0,66,62,5,0,0,0
34,15,6,1,38,0,39,28,0,0,0,0
34,16,1,1,42,3,67,66,0,0,0,0
34,16,2,1,,,,,,,,
34,16,3,1,0,0,76,0,0,0,14,0
34,16,4,1,0,0,39,0,0,0,16,24
34,16,5,1,36,0,73,0,0,20,0,74
34,16,6,1,15,0,87,0,0,0,11,99
