subjno,dayno,beep,group,emo1_m,emo2_m,emo3_m,emo4_m,emo5_m,emo6_m,emo7_m,emo8_m
60,29,1,2,67,26,70,16,17,8,56,12
60,29,2,2,61,29,60,64,16,11,26,10
60,29,3,2,67,26,42,70,8,13,24,2
60,29,4,2,,,,,,,,
60,29,5,2,72,55,32,45,9,15,35,8
60,29,6,2,,,,,,,,
60,30,1,2,,,,,,,,
60,30,2,2,71,37,84,44,13,8,36,21
60,30,3,2,70,38,30,59,8,10,45,6
60,30,4,2,65,28,68,64,7,12,43,9
60,30,5,2,77,60,84,61,8,2,26,6
60,30,6,2,,,,,,,,
60,31,1,2,86,42,58,35,8,14,27,8
60,31,2,2,75,45,26,72,10,9,61,11
60,31,3,2,68,34,56,67,7,8,41,7
60,31,4,2,,,,,,,,
60,31,5,2,80,44,65,66,10,7,15,7
60,31,6,2,90,59,18,65,22,6,27,8
60,32,1,2,,,,,,,,
60,32,2,2,72,51,43,72,4,3,30,8
60,32,3,2,,,,,,,,
60,32,4,2,,,,,,,,
60,32,5,2,,,,,,,,
60,32,6,2,,,,,,,,
60,33,1,2,77,22,24,36,27,9,71,12
60,33,2,2,,,,,,,,
60,33,3,2,,,,,,,,
60,33,4,2,81,40,37,73,17,17,75,13
60,33,5,2,88,29,56,12,22,10,15,7
60,33,6,2,,,,,,,,
60,34,1,2,,,,,,,,
60,34,2,2,,,,,,,,
60,34,3,2,,,,,,,,
60,34,4,2,75,23,41,69,23,11,26,11
60,34,5,2,79,31,59,70,8,10,14,9
60,34,6,2,,,,,,,,
60,35,1,2,71,26,36,19,9,9,37,9
60,35,2,2,62,34,24,56,12,59,17,8
60,35,3,2,,,,,,,,
60,35,4,2,69,35,70,37,14,18,69,8
60,35,5,2,,,,,,,,
60,35,6,2,,,,,,,,
60,36,1,2,82,41,77,30,12,9,26,15
60,36,2,2,70,33,76,24,14,11,67,26
60,36,3,2,79,37,78,51,18,18,26,9
60,36,4,2,58,38,63,40,23,19,29,33
60,36,5,2,58,82,36,25,16,15,63,57
60,36,6,2,,,,,,,,
60,37,1,2,,,,,,,,
60,37,2,2,,,,,,,,
60,37,3,2,86,67,63,73,9,13,23,13
60,37,4,2,80,41,69,52,9,10,18,14
60,37,5,2,75,59,64,74,16,10,58,25
60,37,6,2,,,,,,,,
60,38,1,2,76,56,58,68,13,15,17,15
60,38,2,2,81,61,47,66,19,18,17,10
60,38,3,2,88,56,61,41,8,15,20,3
60,38,4,2,,,,,,,,
60,38,5,2,75,41,34,77,26,8,22,14
60,38,6,2,,,,,,,,
60,39,1,2,69,39,78,57,10,15,60,20
60,39,2,2,71,36,24,58,8,34,45,23
60,39,3,2,,,,,,,,
60,39,4,2,,,,,,,,
60,39,5,2,,,,,,,,
60,39,6,2,,,,,,,,
60,40,1,2,73,34,37,66,17,18,79,10
60,40,2,2,75,40,38,10,8,8,59,8
60,40,3,2,,,,,,,,
60,40,4,2,,,,,,,,
60,40,5,2,,,,,,,,
60,40,6,2,,,,,,,,
61,1,1,2,54,53,17,53,12,32,47,28
61,1,2,2,46,63,27,49,0,4,26,5
61,1,3,2,44,45,42,68,17,8,55,0
61,1,4,2,53,41,28,53,50,0,61,53
61,1,5,2,73,81,60,81,0,0,33,17
61,1,6,2,36,47,41,59,5,0,53,26
61,2,1,2,65,65,35,84,6,5,34,22
61,2,2,2,75,53,45,44,1,0,18,4
61,2,3,2,16,19,14,13,80,85,84,60
61,2,4,2,39,42,18,36,55,63,23,57
61,2,5,2,67,72,43,54,4,10,35,0
61,2,6,2,87,68,41,51,12,31,14,36
61,3,1,2,,,,,,,,
61,3,2,2,27,37,19,30,67,77,92,62
61,3,3,2,45,43,16,44,58,70,42,36
61,3,4,2,40,36,16,40,65,67,70,38
61,3,5,2,46,41,32,37,74,54,35,54
61,3,6,2,34,38,37,42,56,66,24,53
61,4,1,2,41,53,25,42,38,30,45,34
61,4,2,2,46,42,34,54,44,55,51,35
61,4,3,2,61,49,32,32,57,65,54,63
61,4,4,2,60,47,37,42,11,53,47,34
61,4,5,2,64,38,41,44,35,53,53,44
61,4,6,2,67,44,47,54,35,53,53,53
61,5,1,2,62,70,33,64,37,42,33,37
61,5,2,2,71,67,56,60,21,47,57,36
61,5,3,2,,,,,,,,
61,5,4,2,76,76,67,66,7,17,24,29
61,5,5,2,81,66,67,67,13,18,35,8
61,5,6,2,74,55,60,63,21,40,46,30
61,6,1,2,63,40,36,38,53,53,59,45
61,6,2,2,41,27,10,28,60,63,65,76
61,6,3,2,53,41,38,25,59,58,36,37
61,6,4,2,,,,,,,,
61,6,5,2,69,54,40,58,32,36,36,32
61,6,6,2,40,23,34,10,65,58,21,35
61,7,1,2,68,41,42,43,65,55,40,59
61,7,2,2,66,56,31,56,40,40,38,42
61,7,3,2,,,,,,,,
61,7,4,2,65,56,66,64,17,33,47,27
61,7,5,2,65,57,39,58,33,41,44,20
61,7,6,2,,,,,,,,
61,8,1,2,63,38,28,38,58,54,63,58
61,8,2,2,19,14,20,13,73,82,99,100
61,8,3,2,9,0,13,5,69,76,89,100
61,8,4,2,25,29,18,22,73,78,75,99
61,8,5,2,,,,,,,,
61,8,6,2,65,36,72,64,35,32,39,34
61,9,1,2,42,39,30,34,95,60,59,100
61,9,2,2,,,,,,,,
61,9,3,2,61,60,39,45,61,34,38,65
61,9,4,2,60,63,39,35,48,42,37,64
61,9,5,2,75,62,47,60,28,29,37,34
61,9,6,2,66,40,25,35,55,27,47,59
61,10,1,2,72,61,49,57,53,42,35,24
61,10,2,2,76,60,46,65,47,46,35,24
61,10,3,2,69,57,40,59,31,26,33,35
61,10,4,2,87,72,54,70,24,21,26,20
61,10,5,2,81,58,56,58,19,21,37,31
61,10,6,2,,,,,,,,
61,11,1,2,72,53,59,67,38,16,33,16
61,11,2,2,,,,,,,,
61,11,3,2,78,61,44,58,30,27,38,40
61,11,4,2,72,60,47,56,29,21,39,23
61,11,5,2,77,63,40,46,28,17,16,21
61,11,6,2,77,60,60,36,22,16,29,15
61,12,1,2,72,61,36,64,23,16,32,23
61,12,2,2,72,57,67,79,10,12,17,20
61,12,3,2,,,,,,,,
61,12,4,2,75,61,48,66,25,12,15,16
61,12,5,2,79,58,57,62,9,12,20,10
61,12,6,2,68,57,44,57,35,40,33,41
61,13,1,2,68,61,43,50,56,30,46,41
61,13,2,2,59,57,69,66,10,29,24,21
61,13,3,2,74,64,19,44,60,32,31,16
61,13,4,2,32,34,34,35,70,12,27,48
61,13,5,2,67,35,42,34,64,54,33,29
61,13,6,2,65,41,43,41,40,53,55,53
61,14,1,2,68,55,59,65,22,33,36,32
61,14,2,2,80,64,46,65,12,28,29,22
61,14,3,2,,,,,,,,
61,14,4,2,64,47,47,43,38,56,46,56
61,14,5,2,87,62,63,64,31,34,37,22
61,14,6,2,,,,,,,,
61,15,1,2,74,64,34,60,33,37,36,20
61,15,2,2,89,71,47,68,10,27,10,22
61,15,3,2,86,63,49,60,25,21,38,13
61,15,4,2,80,62,54,67,14,20,20,19
61,15,5,2,90,78,65,65,15,19,13,22
61,15,6,2,81,68,64,70,20,12,25,17
61,16,1,2,83,63,62,71,16,11,31,9
61,16,2,2,81,57,40,63,35,13,29,34
61,16,3,2,86,52,53,71,14,7,33,11
61,16,4,2,,,,,,,,
61,16,5,2,91,74,31,62,27,14,13,22
61,16,6,2,,,,,,,,
61,17,1,2,82,65,48,54,26,8,13,22
61,17,2,2,76,59,39,40,16,11,21,3
61,17,3,2,86,59,32,74,32,13,27,9
61,17,4,2,65,62,9,33,25,12,35,36
61,17,5,2,51,22,11,37,20,20,53,28
61,17,6,2,52,32,34,46,35,18,55,34
61,18,1,2,92,72,41,67,8,12,25,25
61,18,2,2,,,,,,,,
61,18,3,2,78,62,44,66,13,1,26,24
61,18,4,2,86,55,40,67,4,13,20,16
61,18,5,2,90,68,61,68,1,4,13,0
61,18,6,2,92,72,68,76,6,1,28,22
61,19,1,2,86,83,58,99,4,6,18,6
61,19,2,2,,,,,,,,
61,19,3,2,,,,,,,,
61,19,4,2,,,,,,,,
61,19,5,2,79,75,69,70,20,12,24,12
61,19,6,2,75,69,59,71,4,11,13,24
61,20,1,2,77,63,54,55,3,11,22,22
61,20,2,2,37,12,34,19,0,0,0,28
61,20,3,2,80,64,43,70,8,5,22,18
61,20,4,2,39,20,35,33,59,6,65,50
61,20,5,2,42,12,57,67,20,20,33,17
61,20,6,2,76,64,59,60,9,25,20,16
61,21,1,2,75,60,41,66,19,3,31,28
61,21,2,2,,,,,,,,
61,21,3,2,78,62,55,66,13,6,20,20
61,21,4,2,68,65,57,76,10,12,18,34
61,21,5,2,91,65,57,67,32,36,18,13
61,21,6,2,75,61,55,64,0,11,9,33
61,22,1,2,77,26,41,60,9,5,21,4
61,22,2,2,76,36,37,56,3,4,2,31
61,22,3,2,33,3,38,42,62,11,38,27
61,22,4,2,70,35,36,23,35,20,31,0
61,22,5,2,,,,,,,,
61,22,6,2,,,,,,,,
61,23,1,2,85,68,60,71,4,11,23,16
61,23,2,2,,,,,,,,
61,23,3,2,86,27,56,69,3,6,35,11
61,23,4,2,,,,,,,,
61,23,5,2,4,5,2,8,93,86,80,93
61,23,6,2,41,6,25,11,68,62,84,73
61,24,1,2,,,,,,,,
61,24,2,2,75,66,48,65,7,5,16,22
61,24,3,2,64,43,27,67,4,4,28,22
61,24,4,2,77,63,59,82,2,0,8,6
61,24,5,2,,,,,,,,
61,24,6,2,82,65,61,72,0,7,24,0
61,25,1,2,,,,,,,,
61,25,2,2,73,65,50,67,28,4,26,24
61,25,3,2,70,61,67,65,8,15,36,17
61,25,4,2,79,65,64,77,1,11,20,2
61,25,5,2,86,70,60,69,12,17,15,3
61,25,6,2,83,68,81,72,7,3,8,9
61,26,1,2,78,68,64,67,31,76,17,90
61,26,2,2,,,,,,,,
61,26,3,2,90,77,63,64,9,20,38,41
61,26,4,2,80,66,66,67,19,23,27,42
61,26,5,2,87,46,50,30,16,66,18,33
61,26,6,2,74,23,65,70,14,20,22,30
61,27,1,2,92,65,33,65,4,34,35,32
61,27,2,2,73,34,52,38,8,31,25,22
61,27,3,2,72,29,42,23,3,24,6,10
61,27,4,2,88,61,51,32,7,19,32,18
61,27,5,2,80,30,22,77,1,12,26,21
61,27,6,2,77,60,62,76,4,1,12,0
61,28,1,2,,,,,,,,
61,28,2,2,61,13,39,20,1,31,35,32
61,28,3,2,,,,,,,,
61,28,4,2,77,61,40,67,6,12,22,23
61,28,5,2,82,37,42,71,0,29,23,15
61,28,6,2,84,53,55,64,7,18,23,22
61,29,1,2,86,63,66,64,7,17,28,20
61,29,2,2,,,,,,,,
61,29,3,2,,,,,,,,
61,29,4,2,86,66,55,62,6,14,32,19
61,29,5,2,76,51,63,83,5,1,8,3
61,29,6,2,88,68,66,70,3,3,10,17
61,30,1,2,67,38,48,67,8,11,0,10
61,30,2,2,89,63,44,64,3,1,37,17
61,30,3,2,98,55,62,70,4,4,9,5
61,30,4,2,,,,,,,,
61,30,5,2,,,,,,,,
61,30,6,2,,,,,,,,
61,31,1,2,89,66,71,63,9,20,21,10
61,31,2,2,79,47,64,76,1,9,13,25
61,31,3,2,88,67,46,69,8,8,8,16
61,31,4,2,,,,,,,,
61,31,5,2,,,,,,,,
61,31,6,2,87,53,62,76,13,14,13,23
61,32,1,2,86,62,41,71,2,20,15,12
61,32,2,2,,,,,,,,
61,32,3,2,,,,,,,,
61,32,4,2,82,67,69,6,5,0,26,1
61,32,5,2,77,38,58,21,2,3,15,7
61,32,6,2,86,62,41,23,62,68,20,20
61,33,1,2,86,16,68,29,13,19,19,41
61,33,2,2,58,34,32,0,20,15,0,34
61,33,3,2,90,36,60,60,0,12,6,37
61,33,4,2,76,38,44,2,5,5,9,19
61,33,5,2,,,,,,,,
61,33,6,2,,,,,,,,
61,34,1,2,74,35,38,10,9,15,0,36
61,34,2,2,,,,,,,,
61,34,3,2,80,23,28,73,7,8,7,30
61,34,4,2,,,,,,,,
61,34,5,2,,,,,,,,
61,34,6,2,83,66,66,68,5,29,14,14
61,35,1,2,,,,,,,,
61,35,2,2,81,60,60,64,5,11,9,11
61,35,3,2,88,42,58,66,1,20,2,9
61,35,4,2,87,65,65,64,3,6,19,6
61,35,5,2,87,40,68,69,2,15,11,11
61,35,6,2,77,58,57,64,6,8,6,6
61,36,1,2,98,66,61,66,5,20,32,10
61,36,2,2,76,50,62,76,10,5,9,1
61,36,3,2,89,47,34,77,1,3,7,2
61,36,4,2,78,62,62,67,10,9,12,4
61,36,5,2,71,49,32,59,16,15,10,16
61,36,6,2,80,38,43,56,13,3,19,14
61,37,1,2,73,40,46,42,6,12,8,10
61,37,2,2,65,60,55,77,0,1,3,8
61,37,3,2,85,34,63,67,5,0,7,15
61,37,4,2,76,10,26,51,21,9,8,18
61,37,5,2,88,67,74,75,8,5,11,6
61,37,6,2,89,78,62,60,15,9,9,14
61,38,1,2,,,,,,,,
61,38,2,2,,,,,,,,
61,38,3,2,86,65,48,71,7,10,7,9
61,38,4,2,,,,,,,,
61,38,5,2,74,67,64,65,3,7,19,9
61,38,6,2,88,74,64,71,12,10,13,8
61,39,1,2,83,68,61,67,8,8,21,18
61,39,2,2,,,,,,,,
61,39,3,2,71,55,74,16,18,61,32,15
61,39,4,2,77,65,33,63,16,43,65,36
61,39,5,2,82,69,33,23,6,70,65,12
61,39,6,2,,,,,,,,
61,40,1,2,80,65,75,68,5,9,13,9
61,40,2,2,82,71,75,97,4,12,23,2
61,40,3,2,97,73,64,70,0,36,8,10
61,40,4,2,95,68,69,75,0,23,11,11
61,40,5,2,95,77,66,69,3,21,10,9
61,40,6,2,,,,,,,,
62,1,1,2,,,,,,,,
62,1,2,2,75,48,56,60,0,0,2,0
62,1,3,2,51,26,39,49,6,5,2,0
62,1,4,2,,,,,,,,
62,1,5,2,,,,,,,,
62,1,6,2,24,16,43,66,2,7,0,3
62,2,1,2,43,0,45,54,0,0,0,0
62,2,2,2,52,10,49,57,0,0,0,0
62,2,3,2,,,,,,,,
62,2,4,2,,,,,,,,
62,2,5,2,60,25,61,73,1,4,7,0
62,2,6,2,79,62,96,83,16,0,1,2
62,3,1,2,,,,,,,,
62,3,2,2,,,,,,,,
62,3,3,2,,,,,,,,
62,3,4,2,,,,,,,,
62,3,5,2,,,,,,,,
62,3,6,2,,,,,,,,
62,4,1,2,,,,,,,,
62,4,2,2,,,,,,,,
62,4,3,2,,,,,,,,
62,4,4,2,,,,,,,,
62,4,5,2,,,,,,,,
62,4,6,2,,,,,,,,
62,5,1,2,,,,,,,,
62,5,2,2,,,,,,,,
62,5,3,2,,,,,,,,
62,5,4,2,,,,,,,,
62,5,5,2,78,58,72,67,0,0,0,2
62,5,6,2,76,51,91,84,0,0,0,0
62,6,1,2,,,,,,,,
62,6,2,2,53,9,37,57,6,0,3,2
62,6,3,2,31,0,38,60,4,0,3,0
62,6,4,2,24,0,47,30,0,7,0,0
62,6,5,2,58,0,38,58,0,7,3,0
62,6,6,2,,,,,,,,
62,7,1,2,43,0,45,41,0,16,13,7
62,7,2,2,,,,,,,,
62,7,3,2,60,0,81,61,0,4,1,4
62,7,4,2,,,,,,,,
62,7,5,2,65,27,49,61,0,1,0,0
62,7,6,2,16,2,20,20,64,17,37,2
62,8,1,2,37,5,38,14,16,0,44,0
62,8,2,2,22,0,32,26,0,0,0,5
62,8,3,2,87,72,65,81,0,5,0,4
62,8,4,2,47,0,45,52,6,5,4,0
62,8,5,2,,,,,,,,
62,8,6,2,43,0,34,54,6,1,0,0
62,9,1,2,73,57,58,68,2,0,0,0
62,9,2,2,,,,,,,,
62,9,3,2,67,39,60,67,0,0,0,0
62,9,4,2,59,61,63,73,0,0,2,8
62,9,5,2,44,38,46,34,8,16,25,0
62,9,6,2,,,,,,,,
62,10,1,2,58,49,47,62,0,28,0,0
62,10,2,2,59,15,42,49,0,1,0,2
62,10,3,2,60,59,84,57,0,0,0,0
62,10,4,2,67,51,39,59,6,6,0,6
62,10,5,2,,,,,,,,
62,10,6,2,46,24,45,36,5,0,2,8
62,11,1,2,,,,,,,,
62,11,2,2,15,10,29,39,28,50,51,44
62,11,3,2,39,45,63,41,0,5,41,7
62,11,4,2,36,1,57,32,8,3,29,5
62,11,5,2,35,54,62,57,1,0,16,26
62,11,6,2,56,12,38,59,0,0,2,0
62,12,1,2,41,29,56,49,1,0,11,0
62,12,2,2,,,,,,,,
62,12,3,2,,,,,,,,
62,12,4,2,69,61,78,83,4,0,0,2
62,12,5,2,,,,,,,,
62,12,6,2,,,,,,,,
62,13,1,2,54,53,83,76,7,0,3,6
62,13,2,2,,,,,,,,
62,13,3,2,,,,,,,,
62,13,4,2,,,,,,,,
62,13,5,2,,,,,,,,
62,13,6,2,62,66,81,91,3,5,0,0
62,14,1,2,,,,,,,,
62,14,2,2,32,39,54,53,0,4,1,25
62,14,3,2,,,,,,,,
62,14,4,2,,,,,,,,
62,14,5,2,,,,,,,,
62,14,6,2,41,38,34,49,3,0,16,0
62,15,1,2,37,27,35,33,0,0,7,5
62,15,2,2,35,6,18,26,9,5,3,0
62,15,3,2,,,,,,,,
62,15,4,2,72,63,70,84,0,4,0,5
62,15,5,2,,,,,,,,
62,15,6,2,86,69,77,91,0,2,3,6
62,16,1,2,,,,,,,,
62,16,2,2,,,,,,,,
62,16,3,2,69,86,58,82,0,0,0,0
62,16,4,2,74,71,63,83,0,0,0,5
62,16,5,2,85,51,59,73,0,6,4,2
62,16,6,2,83,68,67,74,1,5,0,2
62,17,1,2,15,8,43,27,9,9,49,5
62,17,2,2,,,,,,,,
62,17,3,2,,,,,,,,
62,17,4,2,21,16,23,31,17,14,35,0
62,17,5,2,26,6,38,26,48,10,21,9
62,17,6,2,63,19,63,72,0,1,3,0
62,18,1,2,,,,,,,,
62,18,2,2,,,,,,,,
62,18,3,2,,,,,,,,
62,18,4,2,,,,,,,,
62,18,5,2,,,,,,,,
62,18,6,2,,,,,,,,
62,19,1,2,62,36,46,77,0,6,6,11
62,19,2,2,61,45,50,56,4,1,7,25
62,19,3,2,,,,,,,,
62,19,4,2,,,,,,,,
62,19,5,2,,,,,,,,
62,19,6,2,28,0,30,32,0,0,1,0
62,20,1,2,78,60,78,83,3,0,6,0
62,20,2,2,,,,,,,,
62,20,3,2,,,,,,,,
62,20,4,2,62,63,59,68,6,0,4,0
62,20,5,2,32,15,16,36,24,2,0,1
62,20,6,2,,,,,,,,
62,21,1,2,,,,,,,,
62,21,2,2,31,25,26,41,9,13,11,16
62,21,3,2,61,30,40,49,0,0,0,0
62,21,4,2,,,,,,,,
62,21,5,2,,,,,,,,
62,21,6,2,,,,,,,,
62,22,1,2,28,9,47,38,4,1,9,0
62,22,2,2,28,20,40,47,0,0,0,0
62,22,3,2,,,,,,,,
62,22,4,2,45,10,29,32,0,0,0,0
62,22,5,2,,,,,,,,
62,22,6,2,37,7,43,30,7,0,22,0
62,23,1,2,39,19,42,43,2,12,27,1
62,23,2,2,38,11,43,53,0,6,19,2
62,23,3,2,22,2,13,19,13,1,2,0
62,23,4,2,46,49,30,42,7,9,6,0
62,23,5,2,59,32,57,59,3,4,2,0
62,23,6,2,,,,,,,,
62,24,1,2,56,14,69,70,0,0,0,0
62,24,2,2,55,17,53,55,0,0,2,0
62,24,3,2,,,,,,,,
62,24,4,2,,,,,,,,
62,24,5,2,22,0,32,28,0,1,0,0
62,24,6,2,47,24,0,68,1,2,0,0
62,25,1,2,,,,,,,,
62,25,2,2,,,,,,,,
62,25,3,2,12,0,19,17,61,0,18,2
62,25,4,2,,,,,,,,
62,25,5,2,,,,,,,,
62,25,6,2,45,10,33,42,0,0,0,0
62,26,1,2,,,,,,,,
62,26,2,2,,,,,,,,
62,26,3,2,,,,,,,,
62,26,4,2,,,,,,,,
62,26,5,2,63,17,43,55,0,11,0,1
62,26,6,2,54,21,46,51,16,0,0,0
62,27,1,2,53,42,32,44,2,49,11,5
62,27,2,2,39,9,35,40,3,0,0,4
62,27,3,2,,,,,,,,
62,27,4,2,,,,,,,,
62,27,5,2,,,,,,,,
62,27,6,2,56,36,33,75,2,0,0,2
62,28,1,2,51,36,54,58,0,4,0,0
62,28,2,2,,,,,,,,
62,28,3,2,,,,,,,,
62,28,4,2,34,35,33,41,5,13,7,2
62,28,5,2,38,21,24,0,0,0,7,0
62,28,6,2,51,32,51,50,0,0,16,0
62,29,1,2,47,21,35,43,0,0,7,0
62,29,2,2,42,10,49,50,0,0,0,6
62,29,3,2,57,47,52,58,7,4,0,0
62,29,4,2,,,,,,,,
62,29,5,2,,,,,,,,
62,29,6,2,50,43,56,52,3,0,0,3
62,30,1,2,62,55,59,63,3,0,0,0
62,30,2,2,,,,,,,,
62,30,3,2,,,,,,,,
62,30,4,2,64,45,42,71,5,0,0,6
62,30,5,2,,,,,,,,
62,30,6,2,,,,,,,,
62,31,1,2,41,24,40,45,0,1,9,5
62,31,2,2,59,44,52,59,0,0,0,0
62,31,3,2,,,,,,,,
62,31,4,2,,,,,,,,
62,31,5,2,,,,,,,,
62,31,6,2,54,44,48,63,0,0,0,0
62,32,1,2,,,,,,,,
62,32,2,2,,,,,,,,
62,32,3,2,74,50,76,84,0,0,0,3
62,32,4,2,,,,,,,,
62,32,5,2,,,,,,,,
62,32,6,2,61,21,50,60,1,0,4,2
62,33,1,2,54,51,51,67,0,3,5,0
62,33,2,2,74,63,57,65,0,4,0,0
62,33,3,2,43,32,49,60,12,0,1,0
62,33,4,2,,,,,,,,
62,33,5,2,,,,,,,,
62,33,6,2,,,,,,,,
62,34,1,2,,,,,,,,
62,34,2,2,57,48,38,66,0,0,0,3
62,34,3,2,74,62,57,63,0,0,0,0
62,34,4,2,,,,,,,,
62,34,5,2,56,46,53,56,2,5,12,0
62,34,6,2,,,,,,,,
62,35,1,2,53,37,42,38,7,0,0,7
62,35,2,2,75,60,67,68,4,3,2,0
62,35,3,2,32,31,42,28,0,9,4,0
62,35,4,2,,,,,,,,
62,35,5,2,,,,,,,,
62,35,6,2,57,43,65,73,5,3,0,5
62,36,1,2,39,41,35,39,0,0,8,3
62,36,2,2,57,48,35,50,0,0,1,0
62,36,3,2,,,,,,,,
62,36,4,2,,,,,,,,
62,36,5,2,,,,,,,,
62,36,6,2,25,16,40,16,0,0,67,6
62,37,1,2,54,41,56,65,0,0,1,0
62,37,2,2,76,84,38,76,0,2,0,0
62,37,3,2,78,63,55,91,2,3,0,4
62,37,4,2,,,,,,,,
62,37,5,2,58,37,50,72,2,0,0,0
62,37,6,2,48,1,62,77,0,0,0,4
62,38,1,2,55,38,0,69,1,0,0,0
62,38,2,2,61,47,51,63,0,2,0,7
62,38,3,2,,,,,,,,
62,38,4,2,47,39,38,49,1,2,7,2
62,38,5,2,,,,,,,,
62,38,6,2,59,39,44,63,0,4,2,0
62,39,1,2,,,,,,,,
62,39,2,2,67,63,69,69,2,0,0,0
62,39,3,2,,,,,,,,
62,39,4,2,,,,,,,,
62,39,5,2,,,,,,,,
62,39,6,2,,,,,,,,
62,40,1,2,58,38,53,60,2,2,0,0
62,40,2,2,59,42,44,63,0,0,0,5
62,40,3,2,54,50,44,44,0,7,0,5
62,40,4,2,40,49,49,57,0,0,0,4
62,40,5,2,34,26,28,23,9,2,8,0
62,40,6,2,46,38,49,56,1,5,11,3
63,1,1,2,86,88,60,87,18,14,15,11
63,1,2,2,85,60,83,87,16,17,24,3
63,1,3,2,98,71,14,78,12,1,12,13
63,1,4,2,65,34,50,71,20,0,21,9
63,1,5,2,91,83,0,70,0,0,5,0
63,1,6,2,,,,,,,,
63,2,1,2,19,11,63,1,14,14,0,5
63,2,2,2,76,84,71,70,0,0,16,15
63,2,3,2,28,37,12,22,69,2,24,8
63,2,4,2,71,81,77,10,0,0,6,9
63,2,5,2,95,88,87,95,4,0,13,0
63,2,6,2,100,50,95,82,0,15,14,0
63,3,1,2,81,45,96,68,6,6,0,6
63,3,2,2,100,88,84,71,5,4,10,15
63,3,3,2,26,9,22,15,77,0,76,66
63,3,4,2,61,39,77,28,25,0,10,41
63,3,5,2,56,72,35,26,3,0,17,2
63,3,6,2,86,32,12,83,5,0,2,0
63,4,1,2,92,80,90,63,0,3,10,13
63,4,2,2,92,85,80,90,5,4,5,6
63,4,3,2,97,87,81,87,0,0,69,0
63,4,4,2,79,55,72,77,9,0,0,5
63,4,5,2,86,64,90,79,0,0,0,0
63,4,6,2,83,49,72,65,5,5,10,15
63,5,1,2,20,13,44,21,0,0,60,65
63,5,2,2,,,,,,,,
63,5,3,2,76,45,56,78,10,0,6,1
63,5,4,2,89,43,69,15,13,7,19,52
63,5,5,2,60,27,50,33,4,8,9,57
63,5,6,2,79,78,70,26,0,7,11,5
63,6,1,2,75,58,71,68,5,0,0,17
63,6,2,2,81,78,76,70,4,2,19,14
63,6,3,2,84,28,75,68,5,6,4,29
63,6,4,2,81,52,74,79,15,17,7,29
63,6,5,2,83,83,81,70,0,15,12,2
63,6,6,2,84,21,91,83,20,0,11,2
63,7,1,2,94,59,87,86,4,5,6,11
63,7,2,2,86,25,74,70,8,6,2,19
63,7,3,2,56,42,94,78,6,0,0,5
63,7,4,2,84,38,100,52,9,3,0,8
63,7,5,2,74,41,85,88,5,11,5,0
63,7,6,2,63,19,73,82,8,0,10,7
63,8,1,2,92,56,73,72,1,9,6,4
63,8,2,2,66,11,86,8,0,8,2,15
63,8,3,2,80,40,80,14,2,0,0,1
63,8,4,2,87,74,4,75,1,0,0,0
63,8,5,2,83,33,96,32,0,2,1,0
63,8,6,2,57,16,84,64,4,4,5,2
63,9,1,2,81,17,38,1,0,3,0,7
63,9,2,2,0,45,29,33,7,3,14,14
63,9,3,2,,,,,,,,
63,9,4,2,95,16,72,8,1,9,12,43
63,9,5,2,71,100,98,81,3,11,2,5
63,9,6,2,95,16,100,38,13,10,3,9
63,10,1,2,,,,,,,,
63,10,2,2,74,10,67,11,1,0,3,0
63,10,3,2,,,,,,,,
63,10,4,2,82,20,89,80,12,4,8,0
63,10,5,2,93,55,8,13,1,1,1,8
63,10,6,2,,,,,,,,
63,11,1,2,90,77,92,57,0,0,0,0
63,11,2,2,83,79,4,21,8,0,0,0
63,11,3,2,83,14,2,24,0,0,0,0
63,11,4,2,82,5,76,10,0,0,42,1
63,11,5,2,87,11,100,74,4,0,0,0
63,11,6,2,17,43,89,30,0,2,7,0
63,12,1,2,85,5,9,15,84,6,6,14
63,12,2,2,27,4,85,0,0,2,0,8
63,12,3,2,83,10,91,39,4,0,1,17
63,12,4,2,11,6,10,12,53,2,88,7
63,12,5,2,56,36,9,0,7,0,1,4
63,12,6,2,87,30,90,69,5,0,10,16
63,13,1,2,69,42,27,0,0,0,0,15
63,13,2,2,57,0,1,0,3,1,1,23
63,13,3,2,81,40,2,43,3,4,0,4
63,13,4,2,38,34,1,80,5,0,0,0
63,13,5,2,82,5,75,62,3,0,4,1
63,13,6,2,80,77,13,1,73,0,14,4
63,14,1,2,71,20,92,85,9,5,15,13
63,14,2,2,89,78,64,75,14,1,5,68
63,14,3,2,81,85,94,20,0,12,8,0
63,14,4,2,76,61,91,79,0,0,0,4
63,14,5,2,71,81,84,78,0,0,2,3
63,14,6,2,82,86,87,91,11,9,11,11
63,15,1,2,55,18,71,20,44,15,85,77
63,15,2,2,83,80,80,87,9,15,3,90
63,15,3,2,15,8,28,21,6,19,87,70
63,15,4,2,,,,,,,,
63,15,5,2,21,13,17,43,1,41,1,0
63,15,6,2,82,80,32,57,5,0,0,9
63,16,1,2,13,39,76,18,8,36,4,7
63,16,2,2,19,15,0,20,0,0,8,91
63,16,3,2,12,0,0,4,0,3,10,91
63,16,4,2,79,19,81,42,2,11,11,57
63,16,5,2,66,85,80,81,0,0,0,3
63,16,6,2,,,,,,,,
63,17,1,2,,,,,,,,
