"id";"day";"afraid";"active";"alert";"nervous";"attentive";"determined";"hostile";"inspired";"ashamed";"upset"
2;48;0;2;2;0;2;2;0;2;1;0
2;49;0;2;2;0;2;2;0;2;0;0
2;50;0;2;2;1;2;2;0;2;1;1
2;51;1;2;2;1;2;2;0;2;1;1
2;52;1;2;2;1;2;2;0;2;0;0
2;53;1;2;2;1;2;2;0;2;1;0
2;54;0;2;2;0;2;2;0;2;0;1
2;55;0;2;2;0;2;2;0;2;0;0
2;56;0;2;2;0;2;2;0;2;0;0
2;57;0;2;2;0;2;2;0;2;0;0
2;58;0;2;2;0;2;2;0;2;0;0
2;59;0;2;2;0;2;2;0;2;0;0
2;60;0;2;2;0;2;2;0;2;0;0
2;61;0;2;2;0;2;2;0;2;0;0
2;62;0;2;2;0;2;2;0;2;0;0
2;63;0;2;2;0;2;2;0;2;0;0
2;64;0;2;2;0;2;2;0;2;0;0
2;65;0;2;2;0;2;2;0;2;0;0
2;66;0;2;2;0;2;2;0;2;0;0
2;67;0;2;2;0;2;2;0;2;0;0
2;68;0;2;2;0;2;2;0;2;0;2
2;69;0;2;2;0;2;2;0;2;0;0
2;70;0;2;2;0;2;2;0;2;0;0
2;71;0;2;2;0;2;2;0;2;0;0
2;72;0;2;2;0;2;2;0;2;0;0
2;73;0;0;2;0;2;2;0;2;0;0
2;74;0;2;2;0;2;0;0;2;0;0
2;75;0;2;2;0;2;2;0;2;0;0
2;76;0;2;2;0;2;2;0;2;0;0
2;77;0;2;2;0;2;2;0;2;0;0
2;78;0;2;2;0;2;2;0;2;0;0
2;79;0;2;2;0;2;2;0;2;0;0
2;80;0;2;2;0;2;2;0;2;0;0
2;81;0;2;2;0;2;2;0;2;0;0
2;82;0;2;2;0;2;2;0;2;0;0
2;83;0;2;2;0;2;2;0;2;0;0
2;84;0;2;2;0;2;2;0;2;0;0
2;85;0;2;2;0;2;2;0;2;0;0
2;86;0;2;2;0;2;2;0;2;0;0
2;87;0;2;2;0;2;2;0;2;0;0
2;88;0;2;2;0;2;2;0;2;0;0
2;89;0;2;2;0;2;2;0;2;0;0
2;90;0;2;2;0;2;2;0;2;0;0
2;91;0;2;2;0;2;2;0;2;0;0
2;92;0;2;2;0;2;2;0;2;0;0
2;93;0;2;2;0;2;2;0;2;0;0
2;94;0;2;2;0;2;2;0;2;0;0
2;95;0;2;2;0;2;2;0;2;0;0
2;96;0;2;2;0;2;2;0;2;0;0
2;97;0;2;2;0;2;2;0;2;0;0
2;98;0;2;2;0;2;2;0;2;0;0
2;99;0;2;2;0;2;2;0;2;0;0
2;100;0;2;2;0;2;2;0;2;0;0
2;101;0;2;2;0;2;2;0;2;0;0
3;1;1;2;4;1;0;3;0;1;0;3
3;2;1;2;4;0;2;2;0;2;1;2
3;3;0;2;2;1;0;4;3;1;0;4
3;4;0;2;2;0;1;4;0;0;0;1
3;5;0;2;4;0;0;0;0;0;0;0
3;6;0;2;3;1;0;2;0;0;NA;0
3;7;0;3;3;0;1;1;1;1;0;3
3;8;1;1;3;0;1;3;0;1;0;1
3;9;0;3;3;0;0;0;0;1;0;0
3;10;0;3;3;0;2;3;0;1;0;0
3;11;0;1;2;0;1;1;0;2;0;0
3;12;0;4;4;2;2;2;0;2;0;0
3;14;0;1;4;0;1;2;0;2;0;0
3;15;0;2;3;1;1;2;0;1;0;0
3;16;0;2;2;0;1;2;0;1;0;0
3;17;0;2;3;0;1;2;0;1;0;0
3;18;0;3;3;0;1;3;0;2;0;0
3;19;0;4;4;0;3;4;0;4;0;0
3;20;0;1;2;0;0;0;0;0;0;0
3;21;0;1;2;0;1;1;0;1;0;0
3;22;0;1;2;0;0;0;0;2;0;0
3;23;0;1;3;0;1;3;0;2;0;0
3;24;0;2;3;0;0;0;0;2;0;0
3;25;0;2;2;0;0;0;0;0;0;0
3;27;0;1;0;0;0;0;0;0;0;0
3;28;0;1;2;0;0;0;0;1;0;0
3;29;0;2;2;0;1;0;0;0;0;0
3;30;1;0;2;2;0;1;0;1;0;0
3;31;1;3;3;1;2;2;0;1;0;0
3;32;0;3;3;0;1;2;0;0;0;0
3;33;0;3;4;1;0;2;0;3;0;0
3;34;0;1;2;0;0;0;0;0;0;0
3;35;0;0;0;0;0;0;0;0;0;0
3;36;0;NA;2;0;0;0;0;0;0;2
3;37;0;1;2;0;1;1;0;1;0;0
3;38;0;3;3;0;3;2;0;2;0;0
3;40;0;2;3;0;0;0;0;3;0;0
3;41;0;1;1;0;1;0;0;1;0;0
3;42;0;1;2;0;0;0;0;0;0;0
3;43;0;4;4;0;2;3;0;3;0;0
3;44;0;1;1;0;0;0;0;0;0;0
3;45;0;3;3;0;2;1;0;1;0;0
3;46;0;3;3;1;3;3;0;2;0;0
3;47;0;2;2;0;1;0;0;1;0;0
3;48;0;0;0;0;0;0;0;0;0;0
3;49;0;3;3;0;2;0;0;1;0;0
3;54;0;3;3;0;2;2;0;2;0;0
3;55;0;3;3;0;0;0;0;0;0;0
3;56;0;1;2;0;0;0;0;0;0;0
3;57;1;3;3;1;2;1;0;1;0;0
3;58;0;3;3;1;3;2;0;2;0;0
3;59;0;2;3;0;0;0;0;2;0;0
3;60;0;4;4;0;1;3;0;2;0;0
3;61;0;3;3;0;0;0;1;2;0;1
3;62;0;1;2;0;0;0;0;0;0;0
3;63;0;0;0;0;0;0;0;0;0;0
3;64;0;2;3;0;0;0;0;0;0;0
3;65;0;3;3;0;2;3;0;1;0;0
3;66;0;4;4;0;3;2;0;3;0;0
3;67;0;4;4;0;0;2;0;2;0;0
3;68;0;3;4;0;2;2;0;1;0;0
3;69;0;1;1;0;1;0;0;0;0;0
3;70;0;1;2;0;0;0;0;0;0;0
3;71;0;0;0;0;0;0;0;0;0;0
3;72;0;0;0;0;0;0;0;0;0;0
3;73;0;2;2;0;1;0;0;0;0;0
3;74;0;4;4;0;2;0;0;1;0;1
3;75;0;4;4;0;3;3;0;2;0;0
3;76;0;4;4;0;1;3;0;2;0;0
3;77;0;2;3;0;0;0;0;0;0;0
3;78;0;4;3;0;3;3;0;0;0;0
3;79;0;4;4;0;3;3;0;2;0;0
3;80;0;1;2;0;1;0;0;0;0;0
3;82;0;4;4;0;3;0;0;0;0;0
3;84;0;0;0;0;0;0;0;0;0;0
3;85;0;4;4;0;1;0;0;1;0;0
3;87;0;2;2;0;2;0;0;0;0;0
3;88;0;4;3;0;0;2;0;2;0;0
3;89;0;3;3;0;0;0;0;0;0;0
3;91;0;0;0;0;0;0;0;0;0;0
3;92;0;3;3;0;3;3;0;NA;0;0
3;93;0;4;4;0;2;3;0;2;0;0
3;94;0;2;2;0;1;0;0;1;0;0
3;95;0;4;4;0;2;0;0;2;0;0
3;97;0;0;1;0;0;0;0;0;0;0
3;98;1;3;3;1;3;3;0;2;0;0
3;99;0;4;4;0;2;2;4;3;0;0
3;100;0;4;3;0;3;2;0;1;0;0
3;101;0;2;0;0;1;2;0;1;0;0
4;1;2;1;2;2;1;2;1;1;1;4
4;2;1;4;4;2;4;4;1;2;2;2
4;3;1;4;4;2;3;4;1;4;3;2
4;4;1;4;4;3;3;4;3;2;2;3
4;5;0;3;NA;1;3;4;0;2;0;1
4;6;0;4;4;0;4;4;0;4;0;2
4;7;2;4;4;2;3;4;0;4;2;1
4;8;2;4;4;0;2;4;0;NA;1;0
4;9;1;4;4;0;3;4;0;4;1;1
4;10;0;4;4;0;1;4;0;4;0;1
4;11;2;4;4;3;4;4;1;4;1;4
4;12;1;4;4;0;4;4;0;4;0;0
4;13;0;4;0;0;4;4;0;4;0;0
4;14;0;4;4;0;2;4;0;1;0;0
4;15;0;4;4;0;4;4;0;4;0;0
4;16;0;4;4;0;1;4;0;4;0;0
4;17;0;4;4;3;2;4;2;4;0;4
4;18;0;4;4;0;2;4;0;0;0;0
4;19;0;4;4;0;2;2;0;4;1;0
4;20;1;4;4;0;2;4;0;4;0;0
4;21;0;4;2;2;0;4;0;4;1;0
4;23;0;3;4;1;1;4;1;4;0;0
4;24;0;4;3;1;1;4;0;4;0;1
4;25;0;4;3;0;2;4;0;4;0;0
4;26;0;4;4;0;1;4;0;4;0;0
4;27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;28;0;4;4;1;1;4;0;4;1;0
4;29;0;4;4;0;1;4;0;4;0;0
4;31;0;4;4;0;1;4;0;4;0;0
4;32;0;4;4;0;4;4;0;4;0;0
4;33;0;4;4;0;2;4;0;4;0;0
4;35;0;2;4;0;4;4;0;3;1;0
4;36;0;3;4;0;4;4;0;4;0;0
4;37;0;4;3;0;3;4;1;4;0;0
4;38;0;4;4;0;1;4;0;3;0;0
4;39;3;2;2;0;2;4;2;2;1;1
4;40;2;2;2;4;2;2;2;0;4;2
4;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;43;0;4;4;1;1;4;1;4;0;0
4;45;0;4;4;0;1;4;0;4;0;0
4;46;0;3;1;0;2;4;0;3;0;1
4;47;0;3;3;0;2;3;0;4;0;0
4;50;0;4;4;0;2;4;0;4;0;0
4;53;0;NA;4;0;2;4;0;2;0;0
4;54;0;4;4;0;1;4;0;4;0;0
4;55;0;3;0;0;2;4;0;4;0;0
4;56;2;2;1;0;3;4;1;2;0;0
4;57;0;4;4;0;2;4;0;3;0;0
4;58;2;4;1;0;0;4;1;4;1;1
4;59;0;3;4;1;2;3;3;4;1;2
4;60;0;0;3;0;2;4;0;4;0;2
4;61;1;4;3;1;2;3;0;3;2;0
4;64;0;4;3;0;3;4;1;4;1;0
4;66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;67;0;1;4;0;1;4;0;3;0;0
4;69;1;2;0;0;1;0;1;1;0;2
4;72;0;1;2;0;2;4;0;2;1;0
4;81;1;4;4;1;2;4;2;4;0;1
4;92;1;4;3;2;2;4;1;1;0;0
5;1;1;1;2;1;1;0;0;0;1;1
5;2;1;2;2;1;2;0;0;0;0;0
5;3;0;1;1;1;1;0;0;0;1;1
5;4;0;1;2;1;1;0;0;0;1;1
5;5;2;1;2;2;1;0;0;0;2;2
5;6;1;0;2;1;0;0;0;0;1;3
5;7;0;0;1;1;0;0;0;0;1;2
5;8;1;0;2;1;0;2;1;0;2;3
5;9;1;0;0;1;0;0;0;0;1;2
5;10;0;0;0;2;0;0;0;0;3;3
5;11;0;0;0;1;0;0;0;0;2;2
5;12;0;0;0;0;0;0;0;0;1;2
5;13;1;0;1;2;0;0;0;0;1;2
5;14;1;0;0;1;0;0;0;0;3;4
5;15;0;0;0;0;0;0;0;0;3;3
5;16;1;0;1;1;1;2;0;2;1;1
5;17;1;0;1;0;0;0;0;2;1;1
5;18;1;1;1;1;1;1;0;2;1;0
5;19;1;0;1;1;1;0;0;2;4;4
5;20;1;0;1;1;1;0;0;1;4;4
5;21;1;0;0;1;0;0;0;1;3;3
5;22;0;0;0;1;0;0;0;1;NA;3
5;23;1;0;1;1;0;0;1;0;1;3
5;25;1;0;1;1;0;0;0;0;1;2
5;26;1;0;0;2;1;0;0;1;1;3
5;27;1;1;0;1;1;0;0;1;1;3
5;28;0;1;1;1;0;0;0;1;1;2
5;29;1;1;1;1;0;1;0;1;1;0
5;30;1;0;1;1;0;0;0;1;1;1
5;31;1;0;1;1;1;1;3;1;3;4
5;32;0;0;1;1;1;0;1;1;4;4
5;33;1;0;0;1;0;0;0;1;2;4
5;34;1;0;0;1;1;0;0;1;1;2
5;35;1;0;0;1;0;0;0;1;2;4
5;36;0;0;1;1;1;0;0;1;1;2
5;37;2;0;1;2;0;0;0;1;1;3
5;38;1;0;0;1;0;0;1;1;2;2
5;39;1;0;1;1;0;0;2;1;4;4
5;40;1;0;1;1;1;0;3;1;4;4
5;41;1;0;0;1;0;0;1;1;1;3
5;42;1;0;0;1;0;1;0;1;1;2
5;43;1;0;1;2;0;0;1;2;1;4
5;44;3;0;0;3;0;0;0;1;3;4
5;45;4;1;1;2;0;0;0;1;4;4
5;46;1;0;1;2;0;0;1;1;2;4
5;47;1;1;1;3;0;0;0;2;1;3
5;48;4;0;0;1;0;0;1;1;4;4
5;49;1;0;0;1;0;0;1;1;4;4
5;50;2;1;1;2;0;1;0;1;2;4
5;51;1;2;0;2;1;0;0;1;2;4
5;52;2;1;1;1;0;1;0;1;2;4
5;53;1;1;0;2;1;1;1;1;2;3
5;54;1;1;0;2;0;1;0;1;2;2
5;55;2;0;0;2;0;0;0;1;2;3
5;56;1;1;1;2;0;1;0;1;1;1
5;57;1;0;0;2;1;1;0;1;1;1
5;58;1;0;0;1;0;0;0;1;1;1
5;59;1;0;1;1;0;0;0;1;1;1
5;60;1;0;0;1;0;0;0;1;1;1
5;61;1;0;0;1;0;0;0;1;1;1
5;62;1;0;0;1;0;0;0;1;1;1
5;63;1;0;1;1;0;0;0;1;1;1
5;65;4;0;0;4;0;0;0;0;4;4
5;66;1;1;1;1;1;0;0;1;1;1
5;67;1;0;1;1;0;0;0;1;1;2
5;68;1;0;0;1;0;0;0;3;1;1
5;69;2;0;0;1;0;0;1;1;3;3
5;70;1;0;1;1;0;0;2;1;1;2
5;71;1;0;1;1;1;0;0;3;0;1
5;72;1;0;1;1;1;0;0;2;2;2
5;73;1;0;1;1;1;1;0;1;1;1
5;74;1;0;1;1;0;0;0;0;1;1
5;75;1;1;1;1;2;2;0;1;1;3
5;76;1;0;1;1;1;0;0;1;1;1
5;77;1;0;0;1;0;0;0;1;2;2
5;78;1;0;0;1;0;0;0;1;1;1
5;79;1;0;1;1;0;0;0;0;3;3
5;80;1;0;1;1;2;0;0;2;1;1
5;81;1;0;1;2;1;0;0;1;4;4
5;82;1;1;0;1;0;0;0;1;3;3
5;83;1;1;0;1;0;0;0;1;3;3
5;84;0;1;1;1;0;1;0;1;3;3
5;85;1;1;1;1;0;1;0;1;2;2
5;86;0;0;1;1;1;1;0;2;1;1
5;87;1;0;1;NA;1;1;0;1;1;1
5;88;1;0;0;1;0;1;0;2;3;3
5;89;1;0;0;1;0;0;0;2;3;3
5;90;0;0;0;1;0;NA;0;1;1;2
5;91;1;0;0;1;0;1;0;1;1;2
5;92;0;0;0;1;1;0;0;1;1;1
5;93;0;0;0;2;0;2;0;2;2;1
5;94;1;0;0;1;0;0;0;2;4;4
5;95;1;0;0;2;0;0;0;1;3;4
5;96;0;0;0;1;0;0;0;0;4;4
5;97;1;0;0;1;0;0;1;1;3;4
5;98;1;0;0;1;0;0;0;1;3;3
5;99;1;0;0;1;0;0;0;1;4;3
5;100;1;0;0;1;1;0;2;1;2;2
5;101;1;0;0;2;0;0;0;1;3;3
6;8;2;0;0;1;0;0;2;0;3;3
6;9;3;1;0;3;0;0;1;0;2;2
6;10;2;1;2;2;1;0;0;0;2;1
6;11;1;0;1;3;0;0;1;0;3;2
6;12;2;1;1;2;2;1;1;0;3;1
6;14;1;2;2;2;3;1;0;2;1;0
6;15;0;3;3;1;3;2;0;0;1;0
6;16;0;2;3;1;3;1;0;0;0;0
6;18;2;2;2;2;2;0;0;1;1;1
6;19;0;2;1;0;1;0;1;0;1;0
6;20;1;1;2;2;1;3;0;0;4;1
6;21;0;1;1;1;1;1;3;0;2;1
6;22;0;1;3;1;2;0;1;0;1;0
6;23;1;0;2;3;0;0;1;0;3;1
6;25;1;2;3;1;3;1;0;0;2;0
6;26;0;2;3;1;2;0;0;1;1;0
6;27;0;2;3;1;2;2;0;0;0;1
6;28;0;2;3;1;3;2;0;1;1;0
6;29;0;2;2;1;NA;1;0;0;0;0
6;30;0;1;1;2;2;0;2;0;1;1
6;31;0;3;3;1;3;0;0;1;0;0
6;32;0;0;0;0;0;0;0;0;0;0
6;33;0;0;1;0;1;0;0;0;1;0
6;34;0;1;2;1;0;0;0;0;1;1
6;36;0;1;1;0;1;0;0;0;0;0
6;37;0;1;1;0;1;0;0;0;1;0
6;38;0;1;2;0;2;0;0;0;1;0
6;39;0;1;NA;0;1;1;0;0;1;0
6;40;0;3;3;1;3;0;0;0;1;0
6;41;0;2;2;0;3;2;0;0;0;0
6;42;0;3;2;1;2;0;0;0;0;0
6;43;0;1;2;0;2;1;0;0;1;0
6;44;1;2;2;2;0;0;1;0;1;2
6;45;0;1;1;3;2;0;1;0;2;1
6;46;1;0;1;2;1;0;1;0;3;0
6;47;0;3;3;0;2;0;0;0;0;0
6;50;2;0;0;NA;1;0;2;0;0;2
6;51;3;1;1;4;0;2;2;0;3;3
6;52;2;3;3;3;3;2;0;0;2;1
6;53;1;1;2;0;1;0;0;0;1;1
6;54;1;3;2;1;1;0;0;0;1;1
6;55;3;2;2;1;2;0;3;0;1;3
6;56;0;3;3;1;2;0;0;0;0;0
6;57;2;0;0;2;0;0;1;0;1;2
6;58;1;3;3;1;3;0;0;0;0;0
6;59;0;0;2;1;2;2;0;0;1;0
6;60;1;3;3;1;3;2;1;0;1;1
6;61;1;2;3;1;2;0;1;1;1;1
6;62;1;2;2;2;2;0;0;0;2;0
6;63;0;2;2;0;0;2;0;0;0;1
6;64;1;3;3;1;3;1;0;0;1;0
6;65;NA;0;1;0;2;0;0;1;0;1
6;66;2;0;1;2;0;0;0;0;3;3
6;67;1;2;2;2;3;2;3;0;2;4
6;68;0;2;1;1;2;1;1;0;1;0
6;69;1;3;2;1;2;1;0;0;1;0
6;70;0;0;2;1;3;2;0;0;0;0
6;71;0;2;2;1;1;0;1;0;1;2
6;72;0;2;3;2;3;1;0;0;1;0
6;73;1;3;3;2;3;2;1;2;1;1
6;74;0;1;1;1;1;0;0;0;2;2
6;75;1;2;3;1;3;3;2;1;0;1
6;76;2;3;3;3;3;3;1;2;1;1
6;78;2;3;0;2;1;0;1;3;2;2
6;79;1;2;2;2;1;0;1;0;1;NA
6;80;2;3;2;2;1;1;2;2;2;2
6;82;3;0;0;3;0;0;3;0;3;3
6;83;3;2;3;3;2;3;1;0;4;3
6;84;1;0;0;1;0;0;1;0;0;4
6;85;0;2;2;2;1;1;0;0;0;0
6;86;3;3;3;2;2;3;2;0;0;0
6;87;1;4;3;2;4;1;0;2;1;1
6;88;1;0;1;0;0;0;0;0;2;0
6;89;1;2;3;1;3;0;0;0;1;1
6;90;1;3;2;1;3;1;0;0;2;1
6;91;0;1;1;0;1;0;0;0;2;0
6;92;3;1;2;3;1;0;2;0;2;3
6;93;4;3;3;4;2;1;4;0;3;4
6;94;2;1;2;3;0;1;2;0;2;3
6;95;1;2;3;2;3;2;1;1;1;0
6;96;0;1;1;1;1;0;0;0;0;0
6;97;0;0;2;3;1;0;1;0;3;0
6;98;2;1;2;1;2;3;0;1;1;0
6;99;4;3;3;4;3;4;3;2;3;4
6;100;1;2;2;3;2;3;3;2;2;2
6;101;1;3;3;2;2;3;1;3;2;0
7;10;1;2;2;3;3;2;1;2;1;2
7;11;3;2;1;3;1;2;2;3;2;4
7;15;2;2;2;2;2;2;2;2;2;2
7;16;3;1;1;3;3;3;2;1;2;4
7;24;2;2;2;2;2;3;2;2;2;3
9;1;2;2;1;1;3;3;3;2;4;3
9;2;1;3;4;1;4;4;0;4;2;2
9;3;3;3;3;4;3;4;2;3;4;4
9;4;4;4;4;4;3;4;4;4;4;3
9;5;4;3;4;4;4;4;3;4;3;1
9;6;4;1;2;4;2;3;3;4;3;4
9;7;3;4;4;3;4;4;3;4;4;3
9;8;1;1;2;3;2;3;0;4;2;3
9;9;3;1;0;4;2;4;4;1;4;4
9;10;4;2;3;4;4;3;3;4;4;4
9;11;4;2;1;4;2;4;4;4;4;4
9;12;4;0;0;4;0;0;4;0;4;4
9;13;2;1;2;3;2;1;0;1;0;2
9;14;4;2;4;3;3;4;1;4;4;1
9;15;4;2;4;4;4;4;2;4;3;3
9;16;2;3;3;4;3;4;2;4;4;3
9;17;4;1;2;4;2;4;1;2;3;4
9;18;4;1;0;4;0;1;2;1;3;4
9;19;3;2;2;4;2;4;4;2;4;4
9;20;4;2;3;4;4;3;0;3;4;4
9;21;4;2;2;3;3;4;3;4;4;4
9;22;4;0;3;4;1;4;4;1;4;4
9;23;4;0;4;4;4;4;4;1;4;4
9;24;4;4;3;4;3;4;2;3;4;4
9;25;4;3;2;4;2;2;4;2;4;3
9;26;4;0;2;4;1;1;2;2;4;4
9;27;4;4;3;4;3;4;4;3;4;4
9;28;4;2;3;4;3;3;4;4;4;4
9;29;4;3;3;4;3;4;4;2;4;4
9;30;4;2;2;4;2;3;2;3;4;3
9;31;4;2;3;4;3;3;3;3;4;4
9;32;4;1;2;4;2;3;3;2;3;4
9;33;4;2;3;4;3;3;4;2;4;4
9;34;4;3;2;4;1;3;3;2;3;3
9;35;4;2;3;4;3;3;1;4;4;3
9;36;4;2;4;4;4;4;1;4;4;4
9;37;4;2;2;4;1;2;3;3;4;4
9;38;4;2;3;4;3;2;3;3;3;1
9;39;NA;1;2;4;1;2;3;2;4;4
9;40;4;2;3;4;4;3;2;3;4;3
9;41;4;2;3;4;2;3;3;3;4;4
9;42;4;2;3;4;3;3;4;4;4;4
9;43;4;2;3;4;3;3;3;2;4;4
9;44;4;2;4;4;4;4;4;3;4;4
9;45;4;2;3;4;3;3;4;4;4;4
