ID;KWAAD;KWAAD_1;DEPRE;DEPRE_1;DROEV;DROEV_1;ANGST;ANGST_1;ONTSP;ONTSP_1;BLIJ;BLIJ_1;ID;Neuroticism score
57;13;30;13;21;20;24;14;13;19;17;27;35;;
57;31;9999;18;9999;12;9999;17;9999;19;9999;25;9999;;
57;61;31;44;18;16;12;47;17;12;19;19;25;;
57;16;61;23;44;23;16;21;47;11;12;18;19;;
57;26;16;46;23;17;23;17;21;3;11;34;18;;
57;15;26;19;46;37;17;30;17;13;3;24;34;;
57;9999;15;9999;19;9999;37;9999;30;9999;13;9999;24;;
57;34;9999;40;9999;28;9999;33;9999;33;9999;21;9999;;
57;31;34;32;40;38;28;26;33;16;33;19;21;;
57;26;31;31;32;17;38;26;26;11;16;23;19;;
57;12;26;6;31;6;17;1;26;82;11;80;23;;
74;30;9999;17;9999;14;9999;7;9999;53;9999;54;9999;;
74;11;30;10;17;14;14;9;7;48;53;52;54;;
74;11;11;14;10;9;14;7;9;64;48;47;52;;
74;9;11;11;14;9;9;9;7;66;64;59;47;;
74;9999;9;9999;11;9999;9;9999;9;9999;66;9999;59;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;9;9999;10;9999;10;9999;9;9999;83;9999;60;9999;;
74;9;9999;9;9999;7;9999;9;9999;94;9999;54;9999;;
74;8;9;8;9;9;7;8;9;69;94;50;54;;
74;8;8;7;8;9;9;8;8;80;69;68;50;;
74;8;8;9;7;6;9;8;8;81;80;61;68;;
74;9;8;9;9;7;6;5;8;80;81;64;61;;
74;8;9;12;9;13;7;7;5;79;80;50;64;;
74;9;8;8;12;8;13;7;7;49;79;43;50;;
74;6;9;8;8;7;8;6;7;46;49;47;43;;
74;50;6;63;8;73;7;1;6;60;46;15;47;;
74;3;9999;6;9999;9;9999;9;9999;86;9999;82;9999;;
74;3;3;5;6;7;9;5;9;96;86;78;82;;
74;9999;3;9999;5;9999;7;9999;5;9999;96;9999;78;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;6;9999;7;9999;25;9999;5;9999;73;9999;44;9999;;
74;10;6;9;7;9;25;7;5;78;73;55;44;;
74;7;10;6;9;7;9;7;7;82;78;54;55;;
74;7;7;7;6;5;7;8;7;52;82;47;54;;
74;8;7;10;7;9;5;7;8;54;52;43;47;;
74;9999;8;9999;10;9999;9;9999;7;9999;54;9999;43;;
74;10;9999;6;9999;8;9999;22;9999;26;9999;47;9999;;
74;9;10;29;6;7;8;20;22;20;26;19;47;;
74;9999;9;9999;29;9999;7;9999;20;9999;20;9999;19;;
74;8;9999;9;9999;8;9999;7;9999;50;9999;50;9999;;
74;9999;8;9999;9;9999;8;9999;7;9999;50;9999;50;;
74;9;9999;8;9999;7;9999;9;9999;59;9999;49;9999;;
74;5;9;8;8;6;7;3;9;70;59;71;49;;
74;24;5;6;8;10;6;8;3;79;70;60;71;;
74;9999;24;9999;6;9999;10;9999;8;9999;79;9999;60;;
74;5;9999;1;9999;10;9999;7;9999;94;9999;91;9999;;
74;7;9999;4;9999;6;9999;5;9999;72;9999;68;9999;;
74;9;7;7;4;9;6;8;5;87;72;61;68;;
74;5;9;10;7;9;9;4;8;81;87;60;61;;
74;7;5;7;10;4;9;6;4;78;81;65;60;;
74;59;7;5;7;2;4;10;6;25;78;36;65;;
74;9999;59;9999;5;9999;2;9999;10;9999;25;9999;36;;
74;6;9999;12;9999;5;9999;8;9999;63;9999;49;9999;;
74;9999;6;9999;12;9999;5;9999;8;9999;63;9999;49;;
74;5;9999;6;9999;4;9999;16;9999;97;9999;88;9999;;
74;7;5;7;6;12;4;7;16;93;97;68;88;;
74;6;9999;6;9999;8;9999;7;9999;38;9999;54;9999;;
74;9999;6;9999;6;9999;8;9999;7;9999;38;9999;54;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;8;9999;9;9999;6;9999;8;9999;50;9999;55;9999;;
74;7;8;4;9;9;6;7;8;55;50;50;55;;
74;2;7;6;4;10;9;5;7;2;55;30;50;;
74;6;2;9;6;12;10;6;5;51;2;51;30;;
74;9999;6;9999;9;9999;12;9999;6;9999;51;9999;51;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
74;6;9999;9;9999;9;9999;9;9999;50;9999;45;9999;;
74;6;6;2;9;8;9;10;9;51;50;46;45;;
74;9999;6;9999;2;9999;8;9999;10;9999;51;9999;46;;
74;6;9999;5;9999;5;9999;5;9999;8;9999;52;9999;;
74;3;6;6;5;6;5;7;5;36;8;5;52;;
74;4;3;8;6;5;6;4;7;47;36;42;5;;
74;9999;4;9999;8;9999;5;9999;4;9999;47;9999;42;;
74;9;9999;6;9999;6;9999;6;9999;64;9999;61;9999;;
74;9999;9;9999;6;9999;6;9999;6;9999;64;9999;61;;
74;6;9999;9;9999;5;9999;5;9999;54;9999;47;9999;;
82;4;9999;11;9999;8;9999;7;9999;64;9999;78;9999;;
82;7;4;12;11;9;8;7;7;81;64;68;78;;
82;10;7;10;12;9;9;10;7;93;81;95;68;;
82;11;10;11;10;11;9;11;10;93;93;82;95;;
82;9999;11;9999;11;9999;11;9999;11;9999;93;9999;82;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;24;9999;8;9999;3;9999;10;9999;28;9999;80;9999;;
82;9999;24;9999;8;9999;3;9999;10;9999;28;9999;80;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;6;9999;6;9999;8;9999;6;9999;61;9999;88;9999;;
82;12;6;11;6;11;8;7;6;83;61;89;88;;
82;7;12;6;11;7;11;10;7;89;83;59;89;;
82;7;7;7;6;9;7;12;10;87;89;71;59;;
82;7;7;8;7;5;9;6;12;68;87;58;71;;
82;5;7;7;8;28;5;38;6;92;68;54;58;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;6;9999;6;9999;5;9999;12;9999;47;9999;76;9999;;
82;5;6;6;6;7;5;5;12;71;47;79;76;;
82;9999;5;9999;6;9999;7;9999;5;9999;71;9999;79;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
82;1;9999;1;9999;1;9999;1;9999;80;9999;89;9999;;
82;7;1;6;1;6;1;1;1;94;80;68;89;;
82;9999;7;9999;6;9999;6;9999;1;9999;94;9999;68;;
82;9;9999;5;9999;7;9999;8;9999;85;9999;63;9999;;
82;4;9;6;5;6;7;9;8;12;85;73;63;;
82;5;9999;5;9999;6;9999;7;9999;89;9999;82;9999;;
82;5;5;11;5;8;6;9;7;54;89;82;82;;
82;9;5;1;11;5;8;4;9;66;54;100;82;;
82;6;9;7;1;7;5;10;4;85;66;72;100;;
82;9;6;5;7;8;7;8;10;53;85;86;72;;
82;7;9;9;5;7;8;5;8;87;53;78;86;;
82;5;7;2;9;5;7;7;5;82;87;68;78;;
82;9;5;5;2;8;5;3;7;83;82;89;68;;
82;9999;9;9999;5;9999;8;9999;3;9999;83;9999;89;;
82;8;9999;3;9999;9;9999;7;9999;75;9999;74;9999;;
82;6;9999;11;9999;5;9999;6;9999;78;9999;83;9999;;
82;4;6;5;11;6;5;8;6;57;78;82;83;;
82;6;4;5;5;6;6;8;8;75;57;87;82;;
82;8;6;5;5;11;6;6;8;70;75;86;87;;
82;10;8;10;5;8;11;5;6;85;70;89;86;;
82;9;10;8;10;5;8;6;5;25;85;94;89;;
82;5;9;10;8;5;5;7;6;13;25;95;94;;
82;9999;5;9999;10;9999;5;9999;7;9999;13;9999;95;;
82;11;9999;2;9999;7;9999;9;9999;17;9999;83;9999;;
82;9999;11;9999;2;9999;7;9999;9;9999;17;9999;83;;
82;5;9999;6;9999;6;9999;5;9999;67;9999;87;9999;;
82;6;5;3;6;8;6;8;5;59;67;75;87;;
82;1;6;8;3;6;8;8;8;65;59;62;75;;
82;5;1;4;8;6;6;9;8;60;65;59;62;;
82;9999;5;9999;4;9999;6;9999;9;9999;60;9999;59;;
82;7;9999;7;9999;5;9999;6;9999;64;9999;72;9999;;
82;5;7;5;7;3;5;3;6;48;64;83;72;;
82;5;5;5;5;6;3;5;3;67;48;70;83;;
82;7;5;7;5;8;6;9;5;58;67;76;70;;
82;4;7;6;7;6;8;5;9;59;58;65;76;;
84;7;9999;4;9999;11;9999;1;9999;61;9999;57;9999;;
84;7;7;10;4;9;11;21;1;45;61;39;57;;
84;9999;7;9999;10;9999;9;9999;21;9999;45;9999;39;;
84;6;9999;5;9999;11;9999;4;9999;60;9999;42;9999;;
84;6;6;5;5;6;11;5;4;49;60;47;42;;
84;1;6;1;5;3;6;1;5;73;49;60;47;;
84;5;9999;1;9999;4;9999;1;9999;83;9999;61;9999;;
84;1;5;2;1;1;4;1;1;40;83;42;61;;
84;5;1;3;2;1;1;5;1;62;40;68;42;;
84;1;5;3;3;3;1;23;5;19;62;35;68;;
84;25;1;1;3;5;3;6;23;73;19;57;35;;
84;5;25;1;1;2;5;1;6;77;73;75;57;;
84;3;5;3;1;3;2;5;1;73;77;76;75;;
84;5;3;1;3;1;3;7;5;78;73;68;76;;
84;3;5;6;1;1;1;1;7;71;78;70;68;;
84;5;3;3;6;3;1;1;1;78;71;64;70;;
84;6;9999;1;9999;1;9999;5;9999;38;9999;34;9999;;
84;1;6;4;1;1;1;6;5;77;38;76;34;;
84;4;1;1;4;1;1;4;6;66;77;75;76;;
84;17;4;1;1;24;1;11;4;40;66;26;75;;
84;1;17;1;1;10;24;4;11;65;40;54;26;;
84;9999;1;9999;1;9999;10;9999;4;9999;65;9999;54;;
84;1;9999;1;9999;4;9999;7;9999;56;9999;49;9999;;
84;1;1;1;1;4;4;6;7;59;56;61;49;;
84;9999;1;9999;1;9999;4;9999;6;9999;59;9999;61;;
84;3;9999;1;9999;1;9999;3;9999;80;9999;80;9999;;
84;1;9999;3;9999;2;9999;1;9999;68;9999;73;9999;;
84;1;1;3;3;28;2;1;1;57;68;34;73;;
84;3;1;4;3;4;28;2;1;47;57;65;34;;
84;4;3;1;4;1;4;3;2;70;47;73;65;;
84;1;4;4;1;5;1;1;3;49;70;68;73;;
84;4;1;1;4;1;5;1;1;74;49;75;68;;
84;19;4;5;1;1;1;1;1;34;74;45;75;;
84;5;19;1;5;1;1;1;1;70;34;51;45;;
84;1;5;2;1;1;1;3;1;59;70;49;51;;
84;3;1;1;2;3;1;1;3;70;59;57;49;;
84;1;9999;1;9999;1;9999;1;9999;61;9999;80;9999;;
84;1;1;2;1;1;1;2;1;49;61;50;80;;
84;1;1;2;2;1;1;1;2;67;49;83;50;;
84;1;1;1;2;1;1;1;1;57;67;73;83;;
84;1;1;1;1;1;1;2;1;62;57;53;73;;
84;1;1;4;1;1;1;1;2;60;62;76;53;;
84;1;1;1;4;1;1;1;1;56;60;72;76;;
84;1;1;1;1;1;1;1;1;79;56;74;72;;
84;1;1;1;1;1;1;1;1;61;79;80;74;;
84;1;1;1;1;10;1;1;1;79;61;49;80;;
84;1;9999;1;9999;1;9999;3;9999;47;9999;59;9999;;
84;1;1;1;1;1;1;1;3;74;47;80;59;;
84;1;1;1;1;15;1;1;1;65;74;33;80;;
84;1;1;1;1;11;15;1;1;65;65;30;33;;
84;1;1;1;1;1;11;1;1;61;65;58;30;;
84;1;1;1;1;1;1;1;1;55;61;74;58;;
84;1;1;1;1;1;1;1;1;45;55;71;74;;
84;1;1;1;1;8;1;1;1;46;45;50;71;;
84;1;1;1;1;1;8;1;1;68;46;63;50;;
84;1;9999;1;9999;1;9999;1;9999;60;9999;76;9999;;
84;1;1;1;1;1;1;1;1;69;60;71;76;;
84;1;1;2;1;1;1;1;1;66;69;71;71;;
84;9;1;1;2;1;1;1;1;59;66;65;71;;
84;1;9;2;1;1;1;1;1;72;59;73;65;;
84;11;1;1;2;16;1;1;1;34;72;51;73;;
84;1;11;1;1;1;16;1;1;51;34;72;51;;
84;1;1;1;1;1;1;1;1;74;51;81;72;;
84;1;1;1;1;1;1;1;1;66;74;65;81;;
84;1;1;1;1;1;1;1;1;66;66;65;65;;
90;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
90;4;9999;6;9999;1;9999;1;9999;100;9999;78;9999;;
90;72;4;35;6;93;1;68;1;33;100;56;78;;
90;9;72;1;35;4;93;4;68;94;33;58;56;;
90;6;9;6;1;1;4;1;4;88;94;78;58;;
90;3;6;6;6;5;1;1;1;92;88;70;78;;
90;1;3;7;6;1;5;1;1;100;92;31;70;;
90;1;9999;21;9999;12;9999;1;9999;42;9999;36;9999;;
90;1;1;1;21;1;12;7;1;75;42;59;36;;
90;5;1;1;1;1;1;1;7;77;75;58;59;;
90;22;5;22;1;1;1;1;1;77;77;39;58;;
90;1;22;47;22;60;1;8;1;86;77;26;39;;
90;1;1;47;47;25;60;1;8;65;86;13;26;;
90;8;1;1;47;19;25;1;1;74;65;55;13;;
90;1;8;5;1;1;19;1;1;63;74;40;55;;
90;5;1;4;5;8;1;1;1;92;63;66;40;;
90;9;5;1;4;1;8;1;1;66;92;88;66;;
90;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
90;12;9999;7;9999;6;9999;7;9999;73;9999;83;9999;;
90;3;12;5;7;9;6;3;7;68;73;70;83;;
90;25;3;1;5;23;9;6;3;76;68;74;70;;
90;63;25;5;1;14;23;6;6;33;76;53;74;;
90;9999;63;9999;5;9999;14;9999;6;9999;33;9999;53;;
90;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
90;8;9999;7;9999;9;9999;45;9999;81;9999;75;9999;;
90;19;8;6;7;1;9;1;45;75;81;86;75;;
90;5;19;1;6;13;1;1;1;100;75;75;86;;
90;9;9999;8;9999;10;9999;10;9999;68;9999;49;9999;;
90;13;9;7;8;11;10;9;10;66;68;77;49;;
90;9999;13;9999;7;9999;11;9999;9;9999;66;9999;77;;
90;13;9999;7;9999;5;9999;11;9999;74;9999;62;9999;;
90;5;13;1;7;2;5;5;11;88;74;59;62;;
90;1;5;1;1;7;2;8;5;69;88;62;59;;
90;9999;1;9999;1;9999;7;9999;8;9999;69;9999;62;;
90;11;9999;5;9999;30;9999;29;9999;40;9999;31;9999;;
90;5;11;10;5;5;30;10;29;100;40;50;31;;
90;4;5;7;10;5;5;4;10;61;100;42;50;;
90;6;4;3;7;15;5;4;4;57;61;38;42;;
90;14;9999;6;9999;9;9999;2;9999;85;9999;81;9999;;
90;1;14;1;6;1;9;1;2;100;85;75;81;;
90;4;1;2;1;3;1;3;1;100;100;70;75;;
90;9999;4;9999;2;9999;3;9999;3;9999;100;9999;70;;
90;7;9999;8;9999;9;9999;10;9999;68;9999;72;9999;;
90;1;7;2;8;7;9;5;10;72;68;54;72;;
90;1;1;4;2;1;7;3;5;82;72;63;54;;
90;5;1;5;4;1;1;5;3;74;82;61;63;;
90;4;5;6;5;4;1;6;5;41;74;42;61;;
90;2;4;9;6;17;4;5;6;32;41;29;42;;
90;2;9999;4;9999;6;9999;5;9999;76;9999;61;9999;;
90;6;2;9;4;3;6;6;5;58;76;68;61;;
90;6;6;10;9;1;3;24;6;63;58;33;68;;
90;1;6;11;10;12;1;5;24;44;63;54;33;;
90;4;1;4;11;1;12;5;5;58;44;19;54;;
90;2;4;2;4;3;1;4;5;74;58;74;19;;
90;1;2;4;2;5;3;27;4;61;74;35;74;;
90;9999;1;9999;4;9999;5;9999;27;9999;61;9999;35;;
90;3;9999;1;9999;1;9999;6;9999;86;9999;47;9999;;
90;8;3;7;1;33;1;7;6;98;86;69;47;;
90;9999;8;9999;7;9999;33;9999;7;9999;98;9999;69;;
90;1;9999;6;9999;1;9999;2;9999;79;9999;90;9999;;
90;5;1;4;6;1;1;22;2;64;79;69;90;;
90;2;5;2;4;6;1;3;22;63;64;57;69;;
90;1;2;9;2;7;6;5;3;46;63;40;57;;
90;11;1;6;9;12;7;11;5;67;46;63;40;;
90;1;11;2;6;1;12;1;11;97;67;80;63;;
90;9999;1;9999;2;9999;1;9999;1;9999;97;9999;80;;
90;5;9999;5;9999;4;9999;6;9999;100;9999;39;9999;;
90;7;5;3;5;1;4;4;6;97;100;50;39;;
90;1;7;1;3;1;1;4;4;91;97;76;50;;
105;9;9999;16;9999;14;9999;14;9999;75;9999;58;9999;;
105;9;9;31;16;22;14;14;14;68;75;65;58;;
105;12;9;14;31;26;22;18;14;61;68;74;65;;
105;9;12;22;14;23;26;8;18;42;61;54;74;;
105;25;9;12;22;13;23;32;8;30;42;39;54;;
105;35;25;26;12;11;13;9;32;15;30;21;39;;
105;9999;35;9999;26;9999;11;9999;9;9999;15;9999;21;;
105;7;9999;14;9999;15;9999;6;9999;93;9999;60;9999;;
105;6;7;7;14;18;15;7;6;87;93;72;60;;
105;21;6;8;7;8;18;17;7;46;87;59;72;;
105;25;21;7;8;22;8;12;17;42;46;39;59;;
105;17;25;26;7;41;22;6;12;17;42;33;39;;
105;8;17;29;26;15;41;8;6;47;17;32;33;;
105;4;8;19;29;21;15;9;8;70;47;28;32;;
105;10;4;19;19;40;21;9;9;47;70;59;28;;
105;7;10;26;19;25;40;9;9;54;47;60;59;;
105;6;7;17;26;27;25;7;9;64;54;48;60;;
105;9;9999;14;9999;14;9999;22;9999;58;9999;57;9999;;
105;9;9;20;14;9;14;14;22;73;58;60;57;;
105;9;9;18;20;19;9;25;14;54;73;45;60;;
105;24;9;33;18;44;19;9;25;63;54;60;45;;
105;17;24;24;33;33;44;9;9;52;63;12;60;;
105;9;17;23;24;26;33;7;9;62;52;33;12;;
105;12;9;17;23;26;26;8;7;55;62;38;33;;
105;3;12;17;17;15;26;12;8;69;55;32;38;;
105;6;3;14;17;11;15;6;12;65;69;48;32;;
105;7;6;15;14;20;11;5;6;75;65;33;48;;
105;15;9999;24;9999;42;9999;7;9999;49;9999;28;9999;;
105;24;15;16;24;39;42;8;7;47;49;18;28;;
105;9;24;30;16;48;39;5;8;42;47;24;18;;
105;56;9;24;30;18;48;8;5;41;42;19;24;;
105;26;56;23;24;31;18;2;8;40;41;42;19;;
105;7;26;19;23;47;31;8;2;53;40;15;42;;
105;26;7;24;19;61;47;8;8;59;53;10;15;;
105;8;26;14;24;22;61;6;8;54;59;29;10;;
105;10;8;10;14;18;22;5;6;64;54;35;29;;
105;10;10;11;10;25;18;6;5;45;64;59;35;;
105;6;10;7;11;13;25;3;6;33;45;25;59;;
105;7;9999;9;9999;22;9999;5;9999;42;9999;38;9999;;
105;23;7;6;9;7;22;7;5;28;42;26;38;;
105;7;23;6;6;7;7;6;7;27;28;62;26;;
105;8;7;6;6;13;7;3;6;33;27;29;62;;
105;13;8;10;6;26;13;3;3;42;33;65;29;;
105;5;13;6;10;11;26;5;3;62;42;68;65;;
105;8;5;9;6;9;11;5;5;66;62;71;68;;
105;8;8;7;9;9;9;5;5;64;66;70;71;;
105;6;8;8;7;10;9;5;5;72;64;68;70;;
105;1;6;1;8;1;10;1;5;27;72;100;68;;
105;1;9999;8;9999;9;9999;1;9999;68;9999;64;9999;;
105;3;1;1;8;9;9;1;1;58;68;62;64;;
105;12;3;2;1;13;9;1;1;45;58;60;62;;
105;7;12;3;2;15;13;2;1;24;45;46;60;;
105;10;7;8;3;16;15;3;2;71;24;54;46;;
105;6;10;9;8;17;16;3;3;46;71;41;54;;
105;8;6;6;9;24;17;7;3;47;46;41;41;;
105;21;8;9;6;28;24;9;7;14;47;47;41;;
105;9999;21;9999;9;9999;28;9999;9;9999;14;9999;47;;
105;10;9999;16;9999;26;9999;12;9999;47;9999;47;9999;;
105;9;10;11;16;13;26;29;12;36;47;69;47;;
105;9999;9;9999;11;9999;13;9999;29;9999;36;9999;69;;
105;36;9999;22;9999;9;9999;12;9999;22;9999;22;9999;;
105;12;36;14;22;21;9;8;12;36;22;52;22;;
105;43;12;6;14;19;21;10;8;41;36;59;52;;
105;10;43;12;6;16;19;7;10;50;41;40;59;;
105;14;10;15;12;19;16;8;7;42;50;35;40;;
105;30;14;21;15;27;19;21;8;33;42;47;35;;
105;8;30;7;21;8;27;16;21;40;33;63;47;;
107;1;9999;80;9999;80;9999;38;9999;66;9999;27;9999;;
107;6;1;89;80;87;80;54;38;38;66;11;27;;
107;3;6;86;89;34;87;76;54;68;38;28;11;;
107;1;3;86;86;71;34;25;76;64;68;43;28;;
107;4;1;100;86;100;71;75;25;11;64;1;43;;
107;19;4;90;100;71;100;34;75;36;11;74;1;;
107;1;19;90;90;68;71;35;34;75;36;59;74;;
107;16;9999;93;9999;99;9999;74;9999;18;9999;15;9999;;
107;1;16;95;93;97;99;100;74;1;18;1;15;;
107;2;1;99;95;82;97;100;100;3;1;18;1;;
107;2;2;100;99;82;82;73;100;3;3;1;18;;
107;9999;2;9999;100;9999;82;9999;73;9999;3;9999;1;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;15;9999;100;9999;76;9999;36;9999;24;9999;25;9999;;
107;9999;15;9999;100;9999;76;9999;36;9999;24;9999;25;;
107;1;9999;100;9999;61;9999;93;9999;24;9999;29;9999;;
107;2;9999;78;9999;31;9999;76;9999;1;9999;43;9999;;
107;5;2;60;78;33;31;44;76;46;1;65;43;;
107;89;5;33;60;13;33;31;44;1;46;20;65;;
107;6;89;61;33;29;13;37;31;67;1;25;20;;
107;99;6;57;61;1;29;1;37;1;67;2;25;;
107;1;99;76;57;40;1;68;1;57;1;37;2;;
107;1;1;71;76;18;40;68;68;13;57;45;37;;
107;1;1;80;71;63;18;64;68;30;13;30;45;;
107;1;1;98;80;61;63;6;64;26;30;33;30;;
107;84;1;93;98;71;61;31;6;12;26;21;33;;
107;1;9999;97;9999;26;9999;80;9999;11;9999;57;9999;;
107;1;1;82;97;27;26;75;80;16;11;33;57;;
107;1;1;80;82;2;27;77;75;9;16;60;33;;
107;10;1;100;80;21;2;64;77;18;9;71;60;;
107;1;10;21;100;1;21;20;64;73;18;23;71;;
107;1;1;76;21;29;1;33;20;27;73;47;23;;
107;10;1;80;76;30;29;68;33;74;27;23;47;;
107;9999;10;9999;80;9999;30;9999;68;9999;74;9999;23;;
107;1;9999;100;9999;100;9999;100;9999;1;9999;1;9999;;
107;1;1;97;100;95;100;79;100;1;1;1;1;;
107;2;9999;95;9999;95;9999;82;9999;15;9999;19;9999;;
107;9999;2;9999;95;9999;95;9999;82;9999;15;9999;19;;
107;1;9999;95;9999;61;9999;83;9999;12;9999;29;9999;;
107;9999;1;9999;95;9999;61;9999;83;9999;12;9999;29;;
107;1;9999;81;9999;24;9999;16;9999;3;9999;68;9999;;
107;32;1;100;81;69;24;27;16;25;3;58;68;;
107;1;32;100;100;91;69;77;27;1;25;6;58;;
107;9999;1;9999;100;9999;91;9999;77;9999;1;9999;6;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;1;9999;100;9999;80;9999;90;9999;1;9999;13;9999;;
107;1;1;95;100;56;80;64;90;57;1;34;13;;
107;1;1;100;95;18;56;23;64;15;57;16;34;;
107;1;1;100;100;75;18;89;23;1;15;1;16;;
107;9999;1;9999;100;9999;75;9999;89;9999;1;9999;1;;
107;1;9999;100;9999;100;9999;72;9999;1;9999;19;9999;;
107;1;1;98;100;96;100;80;72;15;1;15;19;;
107;1;1;100;98;96;96;96;80;6;15;5;15;;
107;4;1;100;100;80;96;75;96;16;6;3;5;;
107;1;9999;96;9999;85;9999;76;9999;12;9999;17;9999;;
107;1;1;91;96;75;85;75;76;4;12;26;17;;
107;1;1;89;91;47;75;69;75;5;4;19;26;;
107;9999;1;9999;89;9999;47;9999;69;9999;5;9999;19;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
107;4;9999;96;9999;72;9999;82;9999;36;9999;16;9999;;
107;1;4;99;96;99;72;100;82;5;36;2;16;;
107;5;1;95;99;100;99;88;100;3;5;18;2;;
107;70;5;24;95;69;100;27;88;30;3;17;18;;
124;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
124;28;9999;16;9999;24;9999;56;9999;54;9999;72;9999;;
124;42;28;46;16;23;24;21;56;72;54;53;72;;
124;65;42;72;46;48;23;48;21;27;72;65;53;;
124;21;65;32;72;53;48;56;48;6;27;24;65;;
124;14;21;21;32;26;53;30;56;73;6;47;24;;
124;26;14;20;21;58;26;26;30;75;73;67;47;;
124;25;9999;26;9999;18;9999;92;9999;82;9999;75;9999;;
124;9999;25;9999;26;9999;18;9999;92;9999;82;9999;75;;
124;7;9999;30;9999;20;9999;19;9999;18;9999;93;9999;;
124;12;7;21;30;18;20;19;19;100;18;89;93;;
124;1;12;11;21;13;18;31;19;82;100;82;89;;
124;16;1;7;11;21;13;16;31;72;82;100;82;;
124;7;16;13;7;12;21;14;16;84;72;72;100;;
124;21;7;19;13;22;12;26;14;19;84;23;72;;
124;26;21;14;19;29;22;20;26;73;19;73;23;;
124;80;26;87;14;84;29;70;20;17;73;13;73;;
124;83;9999;86;9999;82;9999;84;9999;16;9999;18;9999;;
124;26;83;82;86;75;82;20;84;19;16;23;18;;
124;28;26;26;82;29;75;32;20;50;19;31;23;;
124;81;28;17;26;64;29;21;32;24;50;23;31;;
124;28;81;25;17;40;64;17;21;59;24;49;23;;
124;16;28;30;25;30;40;8;17;62;59;48;49;;
124;26;16;33;30;29;30;14;8;68;62;50;48;;
124;7;26;28;33;22;29;26;14;28;68;73;50;;
124;24;7;11;28;31;22;20;26;64;28;54;73;;
124;26;24;42;11;65;31;23;20;67;64;20;54;;
124;26;9999;22;9999;16;9999;19;9999;71;9999;60;9999;;
124;70;26;25;22;63;16;25;19;68;71;26;60;;
124;14;70;32;25;15;63;11;25;52;68;55;26;;
124;17;14;74;32;61;15;16;11;16;52;14;55;;
124;9999;17;9999;74;9999;61;9999;16;9999;16;9999;14;;
124;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;;
124;72;9999;10;9999;20;9999;20;9999;21;9999;28;9999;;
124;26;72;12;10;29;20;24;20;24;21;21;28;;
124;21;26;22;12;11;29;18;24;80;24;85;21;;
124;29;9999;29;9999;25;9999;30;9999;56;9999;63;9999;;
124;20;29;24;29;29;25;25;30;21;56;75;63;;
124;9999;20;9999;24;9999;29;9999;25;9999;21;9999;75;;
124;33;9999;22;9999;41;9999;17;9999;33;9999;27;9999;;
124;13;33;15;22;22;41;20;17;64;33;14;27;;
124;81;13;28;15;25;22;11;20;22;64;17;14;;
