"subjno","dayno","beepno","informat04","st_period","opgewkt_","onplplez","pieker","angstig_","somber__","ontspann","neur"
"17044",10785,10,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17045",10785,10,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17046",10785,10,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17047",10785,10,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17048",10785,10,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17049",10785,10,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17050",10785,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17095",10785,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17096",10785,1,2,0,1,3,3,5,1,3,4,26
"17097",10785,1,3,0,1,5,3,1,1,2,5,26
"17098",10785,1,4,0,1,6,2,1,1,1,5,26
"17099",10785,1,5,0,1,1,3,1,1,1,5,26
"17100",10785,1,6,0,1,6,2,1,1,1,6,26
"17101",10785,1,7,0,1,6,3,1,1,1,6,26
"17102",10785,1,8,0,1,6,3,1,1,1,6,26
"17103",10785,1,9,0,1,6,-2,1,1,1,6,26
"17104",10785,1,10,0,1,5,2,1,1,1,5,26
"17105",10785,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17106",10785,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17107",10785,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17108",10785,2,3,0,1,5,2,1,1,2,5,26
"17109",10785,2,4,0,1,4,-3,1,1,1,3,26
"17110",10785,2,5,0,1,5,3,2,1,1,5,26
"17111",10785,2,6,0,1,6,3,2,1,1,6,26
"17112",10785,2,7,0,1,6,1,1,1,1,6,26
"17113",10785,2,8,0,1,5,3,1,1,2,6,26
"17114",10785,2,9,0,1,6,3,1,1,1,6,26
"17115",10785,2,10,0,1,5,-1,2,1,2,5,26
"17116",10785,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17117",10785,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17118",10785,3,2,0,1,5,1,1,1,1,5,26
"17119",10785,3,3,0,1,6,3,1,1,1,5,26
"17120",10785,3,4,0,1,5,-1,1,1,1,4,26
"17121",10785,3,5,0,1,6,3,1,1,1,5,26
"17122",10785,3,6,0,1,6,2,1,1,1,6,26
"17123",10785,3,7,0,1,6,3,1,1,1,5,26
"17124",10785,3,8,0,1,4,-2,3,1,3,4,26
"17125",10785,3,9,0,1,6,3,1,1,1,6,26
"17126",10785,3,10,0,1,5,3,1,1,1,6,26
"17127",10785,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17128",10785,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17129",10785,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17130",10785,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17131",10785,4,4,0,1,7,3,1,1,1,7,26
"17132",10785,4,5,0,1,6,3,1,1,1,6,26
"17133",10785,4,6,0,1,7,3,1,1,1,6,26
"17134",10785,4,7,0,1,6,3,1,1,1,7,26
"17135",10785,4,8,0,1,6,3,1,1,1,6,26
"17136",10785,4,9,0,1,6,2,1,1,1,5,26
"17137",10785,4,10,0,1,5,-2,1,1,1,6,26
"17138",10785,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17139",10785,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17140",10785,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17141",10785,5,3,0,1,6,2,1,1,1,7,26
"17142",10785,5,4,0,1,6,3,1,1,1,6,26
"17143",10785,5,5,0,1,5,3,1,1,1,5,26
"17144",10785,5,6,0,1,6,3,1,1,1,6,26
"17145",10785,5,7,0,1,7,3,1,1,1,7,26
"17146",10785,5,8,0,1,5,-1,2,1,2,5,26
"17147",10785,5,9,0,1,6,3,1,1,1,7,26
"17148",10785,5,10,0,1,6,3,1,1,1,4,26
"17149",10785,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17150",10785,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17151",10785,6,2,0,1,6,3,1,1,1,5,26
"17152",10785,6,3,0,1,6,3,1,1,1,5,26
"17153",10785,6,4,0,1,5,2,2,1,1,5,26
"17154",10785,6,5,0,1,6,-1,1,1,1,5,26
"17155",10785,6,6,0,1,4,2,1,1,1,3,26
"17156",10785,6,7,0,1,6,3,2,1,1,6,26
"17157",10785,6,8,0,1,6,3,1,1,1,6,26
"17158",10785,6,9,0,1,5,3,1,1,1,6,26
"17159",10785,6,10,0,1,4,-3,1,1,1,5,26
"17160",10785,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17161",10785,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17162",10785,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17163",10785,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17164",10785,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17165",10785,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17166",10785,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17167",10785,7,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17168",10785,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17169",10785,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17170",10785,7,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17171",10785,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17172",10785,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17173",10785,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17174",10785,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17175",10785,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17176",10785,8,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17177",10785,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17178",10785,8,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17179",10785,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17180",10785,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17181",10785,8,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17182",10785,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17183",10785,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17184",10785,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17185",10785,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17186",10785,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17187",10785,9,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17188",10785,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17189",10785,9,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17190",10785,9,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17191",10785,9,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17192",10785,9,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17193",10785,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17194",10785,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17195",10785,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17196",10785,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17197",10785,10,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17198",10785,10,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17199",10785,10,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17200",10785,10,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17201",10785,10,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17202",10785,10,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17203",10785,10,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17204",10785,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17249",10786,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17250",10786,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17251",10786,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17252",10786,1,4,1,0,2,3,7,1,3,2,40
"17253",10786,1,5,1,0,4,0,4,1,2,3,40
"17254",10786,1,6,1,0,4,1,3,1,1,3,40
"17255",10786,1,7,1,0,4,-1,5,1,1,4,40
"17256",10786,1,8,1,0,5,3,3,1,1,5,40
"17257",10786,1,9,1,0,6,3,1,1,1,5,40
"17258",10786,1,10,1,0,5,3,1,1,1,4,40
"17259",10786,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17260",10786,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17261",10786,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17262",10786,2,3,1,0,4,3,3,1,1,4,40
"17263",10786,2,4,1,0,2,1,2,1,1,4,40
"17264",10786,2,5,1,0,2,1,5,1,1,5,40
"17265",10786,2,6,1,0,NA,NA,NA,NA,NA,NA,40
"17266",10786,2,7,1,0,3,3,2,1,1,5,40
"17267",10786,2,8,1,0,4,1,2,1,1,5,40
"17268",10786,2,9,1,0,5,3,4,1,1,5,40
"17269",10786,2,10,1,0,2,2,1,1,4,4,40
"17270",10786,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17271",10786,3,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17272",10786,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17273",10786,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17274",10786,3,4,1,0,4,2,1,1,1,2,40
"17275",10786,3,5,1,0,2,1,1,1,1,2,40
"17276",10786,3,6,1,0,4,0,3,1,1,4,40
"17277",10786,3,7,1,0,3,3,2,1,1,4,40
"17278",10786,3,8,1,0,5,3,2,1,1,6,40
"17279",10786,3,9,1,0,4,3,1,1,1,4,40
"17280",10786,3,10,1,0,4,3,1,1,1,4,40
"17281",10786,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17282",10786,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17283",10786,4,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17284",10786,4,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17285",10786,4,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17286",10786,4,5,1,0,7,3,1,NA,1,NA,40
"17287",10786,4,6,1,0,4,3,1,1,1,3,40
"17288",10786,4,7,1,0,3,3,1,1,1,4,40
"17289",10786,4,8,1,0,5,3,1,1,1,5,40
"17290",10786,4,9,1,0,6,3,1,1,1,5,40
"17291",10786,4,10,1,0,2,3,1,1,3,2,40
"17292",10786,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17293",10786,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17294",10786,5,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17295",10786,5,3,1,0,1,-3,6,1,6,1,40
"17296",10786,5,4,1,0,1,1,7,5,7,1,40
"17297",10786,5,5,1,0,1,3,7,1,1,4,40
"17298",10786,5,6,1,0,1,0,7,4,1,1,40
"17299",10786,5,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17300",10786,5,8,1,0,1,0,7,1,7,1,40
"17301",10786,5,9,1,0,1,1,7,1,2,4,40
"17302",10786,5,10,1,0,NA,1,7,NA,1,NA,40
"17303",10786,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17304",10786,6,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17305",10786,6,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17306",10786,6,3,1,0,4,3,5,1,3,4,40
"17307",10786,6,4,1,0,5,3,2,1,1,5,40
"17308",10786,6,5,1,0,5,3,1,1,1,5,40
"17309",10786,6,6,1,0,5,1,1,1,1,5,40
"17310",10786,6,7,1,0,6,3,1,1,1,6,40
"17311",10786,6,8,1,0,NA,3,1,1,1,5,40
"17312",10786,6,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17313",10786,6,10,1,0,4,3,1,1,1,5,40
"17314",10786,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17315",10786,7,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17316",10786,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17317",10786,7,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17318",10786,7,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17319",10786,7,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17320",10786,7,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17321",10786,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17322",10786,7,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17323",10786,7,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17324",10786,7,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17325",10786,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17326",10786,8,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17327",10786,8,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17328",10786,8,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17329",10786,8,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17330",10786,8,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17331",10786,8,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17332",10786,8,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17333",10786,8,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17334",10786,8,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17335",10786,8,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17336",10786,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17337",10786,9,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17338",10786,9,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17339",10786,9,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17340",10786,9,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17341",10786,9,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17342",10786,9,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17343",10786,9,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17344",10786,9,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17345",10786,9,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17346",10786,9,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17347",10786,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17348",10786,10,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17349",10786,10,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17350",10786,10,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17351",10786,10,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17352",10786,10,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17353",10786,10,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17354",10786,10,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17355",10786,10,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17356",10786,10,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"17357",10786,10,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17358",10786,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17403",10786,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17404",10786,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17405",10786,1,3,1,1,4,3,7,1,1,5,40
"17406",10786,1,4,1,1,2,3,7,1,1,4,40
"17407",10786,1,5,1,1,1,-1,7,2,4,3,40
"17408",10786,1,6,1,1,4,2,4,1,1,4,40
"17409",10786,1,7,1,1,1,1,7,1,4,3,40
"17410",10786,1,8,1,1,4,3,5,1,1,4,40
"17411",10786,1,9,1,1,2,2,6,1,4,4,40
"17412",10786,1,10,1,1,4,3,1,1,1,5,40
"17413",10786,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17414",10786,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17415",10786,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17416",10786,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17417",10786,2,4,1,1,4,2,3,1,1,4,40
"17418",10786,2,5,1,1,5,3,4,1,1,5,40
"17419",10786,2,6,1,1,6,3,2,1,1,6,40
"17420",10786,2,7,1,1,5,-1,3,1,1,5,40
"17421",10786,2,8,1,1,5,3,3,1,1,4,40
"17422",10786,2,9,1,1,5,3,2,1,1,4,40
"17423",10786,2,10,1,1,5,3,1,1,1,5,40
"17424",10786,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17425",10786,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17426",10786,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17427",10786,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17428",10786,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17429",10786,3,5,1,1,6,3,3,1,1,7,40
"17430",10786,3,6,1,1,5,3,3,1,1,5,40
"17431",10786,3,7,1,1,3,1,4,1,1,2,40
"17432",10786,3,8,1,1,4,2,3,1,1,4,40
"17433",10786,3,9,1,1,5,3,1,1,1,3,40
"17434",10786,3,10,1,1,3,3,1,1,1,2,40
"17435",10786,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17436",10786,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17437",10786,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17438",10786,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17439",10786,4,4,1,1,2,-1,7,1,2,4,40
"17440",10786,4,5,1,1,3,3,6,1,1,3,40
"17441",10786,4,6,1,1,4,3,3,1,1,2,40
"17442",10786,4,7,1,1,3,3,6,1,1,2,40
"17443",10786,4,8,1,1,2,1,6,1,3,1,40
"17444",10786,4,9,1,1,3,1,2,1,2,4,40
"17445",10786,4,10,1,1,2,3,2,1,1,3,40
"17446",10786,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17447",10786,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17448",10786,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17449",10786,5,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17450",10786,5,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17451",10786,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17452",10786,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17453",10786,5,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17454",10786,5,8,1,1,4,2,1,1,1,2,40
"17455",10786,5,9,1,1,2,2,4,1,1,1,40
"17456",10786,5,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17457",10786,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17458",10786,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17459",10786,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17460",10786,6,3,1,1,4,3,2,1,1,2,40
"17461",10786,6,4,1,1,5,1,3,1,1,2,40
"17462",10786,6,5,1,1,5,3,1,1,1,3,40
"17463",10786,6,6,1,1,5,3,3,1,1,3,40
"17464",10786,6,7,1,1,4,-1,2,1,1,3,40
"17465",10786,6,8,1,1,5,3,1,1,1,4,40
"17466",10786,6,9,1,1,5,3,1,1,1,5,40
"17467",10786,6,10,1,1,5,3,1,1,1,6,40
"17468",10786,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17469",10786,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17470",10786,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17471",10786,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17472",10786,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17473",10786,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17474",10786,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17475",10786,7,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17476",10786,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17477",10786,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17478",10786,7,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17479",10786,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17480",10786,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17481",10786,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17482",10786,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17483",10786,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17484",10786,8,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17485",10786,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17486",10786,8,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17487",10786,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17488",10786,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17489",10786,8,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17490",10786,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17491",10786,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17492",10786,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17493",10786,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17494",10786,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17495",10786,9,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17496",10786,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17497",10786,9,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17498",10786,9,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17499",10786,9,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17500",10786,9,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17501",10786,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17502",10786,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"17503",10786,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"17504",10786,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"17505",10786,10,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"17506",10786,10,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"17507",10786,10,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"17508",10786,10,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"17509",10786,10,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"17510",10786,10,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"17511",10786,10,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"17512",10786,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"17557",10787,1,1,0,0,6,3,5,2,3,6,41
"17558",10787,1,2,0,0,6,-2,4,2,4,5,41
"17559",10787,1,3,0,0,6,3,2,2,4,6,41
"17560",10787,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17561",10787,1,5,0,0,7,3,1,1,2,7,41
"17562",10787,1,6,0,0,6,-1,5,4,4,4,41
"17563",10787,1,7,0,0,6,1,5,3,4,6,41
"17564",10787,1,8,0,0,6,2,2,2,2,6,41
"17565",10787,1,9,0,0,7,3,1,1,2,7,41
"17566",10787,1,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17567",10787,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17568",10787,2,1,0,0,5,2,2,3,4,5,41
"17569",10787,2,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17570",10787,2,3,0,0,6,3,1,1,2,7,41
"17571",10787,2,4,0,0,7,0,5,1,2,7,41
"17572",10787,2,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17573",10787,2,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17574",10787,2,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17575",10787,2,8,0,0,5,-2,4,6,3,2,41
"17576",10787,2,9,0,0,5,0,6,6,6,2,41
"17577",10787,2,10,0,0,5,2,1,2,3,6,41
"17578",10787,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17579",10787,3,1,0,0,7,2,3,1,2,7,41
"17580",10787,3,2,0,0,7,3,1,1,1,7,41
"17581",10787,3,3,0,0,7,-2,1,1,1,5,41
"17582",10787,3,4,0,0,6,1,1,1,2,6,41
"17583",10787,3,5,0,0,4,-2,4,1,4,1,41
"17584",10787,3,6,0,0,7,1,4,1,1,7,41
"17585",10787,3,7,0,0,7,2,1,1,1,4,41
"17586",10787,3,8,0,0,5,1,2,5,3,5,41
"17587",10787,3,9,0,0,5,1,3,2,5,6,41
"17588",10787,3,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"17589",10787,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17590",10787,4,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17591",10787,4,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17592",10787,4,3,0,0,4,NA,4,4,4,4,41
"17593",10787,4,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17594",10787,4,5,0,0,4,1,5,4,5,4,41
"17595",10787,4,6,0,0,6,1,6,3,4,6,41
"17596",10787,4,7,0,0,4,2,5,2,3,6,41
"17597",10787,4,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"17598",10787,4,9,0,0,5,2,5,5,3,2,41
"17599",10787,4,10,0,0,4,-1,5,5,3,2,41
"17600",10787,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17601",10787,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17602",10787,5,2,0,0,5,2,4,1,1,6,41
"17603",10787,5,3,0,0,7,2,3,1,1,7,41
"17604",10787,5,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17605",10787,5,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17606",10787,5,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17607",10787,5,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17608",10787,5,8,0,0,2,-1,6,4,7,4,41
"17609",10787,5,9,0,0,4,1,4,4,4,4,41
"17610",10787,5,10,0,0,5,2,2,1,2,5,41
"17611",10787,5,NA,0,0,6,2,1,1,2,7,41
"17612",10787,6,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17613",10787,6,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17614",10787,6,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17615",10787,6,4,0,0,5,3,5,4,2,6,41
"17616",10787,6,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17617",10787,6,6,0,0,5,-2,5,1,1,7,41
"17618",10787,6,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17619",10787,6,8,0,0,4,2,5,3,3,6,41
"17620",10787,6,9,0,0,5,2,4,2,3,6,41
"17621",10787,6,10,0,0,6,1,2,1,2,6,41
"17622",10787,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"17623",10787,7,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"17624",10787,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"17625",10787,7,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"17626",10787,7,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"17627",10787,7,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17628",10787,7,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"17629",10787,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"17630",10787,7,8,NA,0,NA,NA,NA,NA,NA,NA,NA
