"subjno","dayno","beepno","informat04","st_period","opgewkt_","onplplez","pieker","angstig_","somber__","ontspann","neur"
"1",10720,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"2",10720,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"3",10720,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"4",10720,1,4,0,0,4,3,6,5,4,2,34
"5",10720,1,5,0,0,2,1,5,4,4,2,34
"6",10720,1,6,0,0,3,2,5,3,5,5,34
"7",10720,1,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"8",10720,1,8,0,0,2,2,6,5,3,2,34
"9",10720,1,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"10",10720,1,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"11",10720,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"12",10720,2,1,0,0,5,2,5,3,5,5,34
"13",10720,2,2,0,0,5,-3,6,2,3,5,34
"14",10720,2,3,0,0,3,1,6,3,5,3,34
"15",10720,2,4,0,0,5,-2,5,3,4,4,34
"16",10720,2,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"17",10720,2,6,0,0,4,2,4,2,3,5,34
"18",10720,2,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"19",10720,2,8,0,0,4,2,5,2,2,5,34
"20",10720,2,9,0,0,5,3,2,1,2,6,34
"21",10720,2,10,0,0,6,3,2,1,2,5,34
"22",10720,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"23",10720,3,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"24",10720,3,2,0,0,3,2,5,2,4,3,34
"25",10720,3,3,0,0,3,-2,5,2,3,2,34
"26",10720,3,4,0,0,4,-3,5,1,3,4,34
"27",10720,3,5,0,0,4,2,5,2,3,5,34
"28",10720,3,6,0,0,5,3,3,2,2,5,34
"29",10720,3,7,0,0,5,3,5,2,2,5,34
"30",10720,3,8,0,0,5,3,3,1,2,6,34
"31",10720,3,9,0,0,4,3,5,2,2,2,34
"32",10720,3,10,0,0,4,-2,5,1,3,2,34
"33",10720,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"34",10720,4,1,0,0,3,2,5,2,5,4,34
"35",10720,4,2,0,0,3,-3,6,2,5,4,34
"36",10720,4,3,0,0,5,3,5,2,2,5,34
"37",10720,4,4,0,0,3,0,6,2,5,5,34
"38",10720,4,5,0,0,4,2,5,2,3,5,34
"39",10720,4,6,0,0,5,3,5,2,2,5,34
"40",10720,4,7,0,0,4,1,5,2,3,4,34
"41",10720,4,8,0,0,3,-3,5,2,4,3,34
"42",10720,4,9,0,0,3,0,5,2,5,3,34
"43",10720,4,10,0,0,3,2,6,4,5,3,34
"44",10720,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"45",10720,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"46",10720,5,2,0,0,4,0,6,1,5,2,34
"47",10720,5,3,0,0,4,1,3,2,3,5,34
"48",10720,5,4,0,0,4,2,5,2,5,4,34
"49",10720,5,5,0,0,4,0,5,1,3,4,34
"50",10720,5,6,0,0,3,1,4,1,4,4,34
"51",10720,5,7,0,0,4,2,5,1,3,5,34
"52",10720,5,8,0,0,5,2,4,1,2,5,34
"53",10720,5,9,0,0,3,3,6,2,5,4,34
"54",10720,5,10,0,0,5,2,6,2,3,5,34
"55",10720,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"56",10720,6,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"57",10720,6,2,0,0,3,-3,5,2,5,3,34
"58",10720,6,3,0,0,4,2,5,1,3,4,34
"59",10720,6,4,0,0,4,2,5,2,3,4,34
"60",10720,6,5,0,0,4,2,4,2,3,5,34
"61",10720,6,6,0,0,5,1,4,2,3,5,34
"62",10720,6,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"63",10720,6,8,0,0,4,-1,4,2,2,4,34
"64",10720,6,9,0,0,5,0,3,2,3,4,34
"65",10720,6,10,0,0,4,1,5,2,4,4,34
"66",10720,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"67",10720,7,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"68",10720,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"69",10720,7,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"70",10720,7,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"71",10720,7,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"72",10720,7,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"73",10720,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"74",10720,7,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"75",10720,7,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"76",10720,7,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"77",10720,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"78",10720,8,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"79",10720,8,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"80",10720,8,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"81",10720,8,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"82",10720,8,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"83",10720,8,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"84",10720,8,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"85",10720,8,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"86",10720,8,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"87",10720,8,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"88",10720,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"89",10720,9,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"90",10720,9,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"91",10720,9,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"92",10720,9,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"93",10720,9,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"94",10720,9,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"95",10720,9,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"96",10720,9,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"97",10720,9,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"98",10720,9,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"99",10720,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"100",10720,10,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"101",10720,10,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"102",10720,10,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"103",10720,10,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"104",10720,10,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"105",10720,10,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"106",10720,10,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"107",10720,10,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"108",10720,10,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"109",10720,10,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"110",10720,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"155",10720,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"156",10720,1,2,0,1,6,2,2,2,1,6,34
"157",10720,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"158",10720,1,4,0,1,5,2,2,1,1,6,34
"159",10720,1,5,0,1,6,3,1,1,1,6,34
"160",10720,1,6,0,1,6,3,1,1,1,6,34
"161",10720,1,7,0,1,6,2,1,1,1,6,34
"162",10720,1,8,0,1,6,0,2,1,2,6,34
"163",10720,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"164",10720,1,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"165",10720,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"166",10720,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"167",10720,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"168",10720,2,3,0,1,6,3,2,1,1,6,34
"169",10720,2,4,0,1,6,-2,2,1,1,6,34
"170",10720,2,5,0,1,6,0,2,1,1,6,34
"171",10720,2,6,0,1,6,-2,1,1,1,6,34
"172",10720,2,7,0,1,6,0,1,1,1,6,34
"173",10720,2,8,0,1,5,0,1,1,1,6,34
"174",10720,2,9,0,1,6,0,1,1,1,6,34
"175",10720,2,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"176",10720,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"177",10720,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"178",10720,3,2,0,1,6,-1,1,1,1,5,34
"179",10720,3,3,0,1,5,0,2,2,2,5,34
"180",10720,3,4,0,1,5,0,1,1,1,6,34
"181",10720,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"182",10720,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"183",10720,3,7,0,1,6,2,NA,1,1,5,34
"184",10720,3,8,0,1,6,3,1,1,2,6,34
"185",10720,3,9,0,1,6,3,1,1,1,6,34
"186",10720,3,10,0,1,6,2,1,1,1,6,34
"187",10720,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"188",10720,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"189",10720,4,2,0,1,5,2,1,1,1,5,34
"190",10720,4,3,0,1,5,0,1,1,1,5,34
"191",10720,4,4,0,1,5,2,1,1,1,5,34
"192",10720,4,5,0,1,6,3,1,1,1,6,34
"193",10720,4,6,0,1,6,3,1,1,1,6,34
"194",10720,4,7,0,1,6,3,1,1,1,6,34
"195",10720,4,8,0,1,6,2,1,1,1,6,34
"196",10720,4,9,0,1,6,3,1,1,1,6,34
"197",10720,4,10,0,1,5,3,NA,1,2,4,34
"198",10720,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"199",10720,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"200",10720,5,2,0,1,6,2,1,1,1,6,34
"201",10720,5,3,0,1,6,0,1,1,1,6,34
"202",10720,5,4,0,1,6,2,1,1,1,6,34
"203",10720,5,5,0,1,5,0,1,1,1,6,34
"204",10720,5,6,0,1,6,0,1,1,1,6,34
"205",10720,5,7,0,1,6,3,1,1,1,6,34
"206",10720,5,8,0,1,6,2,1,1,1,6,34
"207",10720,5,9,0,1,7,2,1,1,1,6,34
"208",10720,5,10,0,1,7,2,1,1,1,6,34
"209",10720,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"210",10720,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"211",10720,6,2,0,1,5,0,1,1,1,5,34
"212",10720,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"213",10720,6,4,0,1,6,2,1,1,1,6,34
"214",10720,6,5,0,1,6,-1,1,1,1,6,34
"215",10720,6,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"216",10720,6,7,0,1,6,2,1,1,1,5,34
"217",10720,6,8,0,1,6,0,1,1,1,6,34
"218",10720,6,9,0,1,6,2,1,1,1,6,34
"219",10720,6,10,0,1,6,2,1,1,1,6,34
"220",10720,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"221",10720,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"222",10720,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"223",10720,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"224",10720,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"225",10720,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"226",10720,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"227",10720,7,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"228",10720,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"229",10720,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"230",10720,7,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"231",10720,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"232",10720,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"233",10720,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"234",10720,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"235",10720,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"236",10720,8,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"237",10720,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"238",10720,8,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"239",10720,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"240",10720,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"241",10720,8,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"242",10720,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"243",10720,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"244",10720,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"245",10720,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"246",10720,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"247",10720,9,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"248",10720,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"249",10720,9,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"250",10720,9,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"251",10720,9,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"252",10720,9,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"253",10720,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"254",10720,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"255",10720,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"256",10720,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"257",10720,10,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"258",10720,10,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"259",10720,10,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"260",10720,10,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"261",10720,10,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"262",10720,10,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"263",10720,10,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"264",10720,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"309",10722,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"310",10722,1,2,1,0,2,-2,5,6,6,2,50
"311",10722,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"312",10722,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"313",10722,1,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"314",10722,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"315",10722,1,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"316",10722,1,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"317",10722,1,9,1,0,6,3,2,2,2,6,50
"318",10722,1,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"319",10722,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"320",10722,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"321",10722,2,2,1,0,6,2,2,2,2,5,50
"322",10722,2,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"323",10722,2,4,1,0,6,3,2,4,2,6,50
"324",10722,2,5,1,0,6,2,2,2,4,6,50
"325",10722,2,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"326",10722,2,7,1,0,6,3,5,2,2,6,50
"327",10722,2,8,1,0,6,0,2,2,2,6,50
"328",10722,2,9,1,0,6,3,2,2,2,6,50
"329",10722,2,10,1,0,5,3,2,1,2,6,50
"330",10722,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"331",10722,3,1,1,0,5,3,6,4,3,6,50
"332",10722,3,2,1,0,6,2,2,2,2,6,50
"333",10722,3,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"334",10722,3,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"335",10722,3,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"336",10722,3,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"337",10722,3,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"338",10722,3,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"339",10722,3,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"340",10722,3,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"341",10722,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"342",10722,4,1,1,0,2,2,6,5,4,2,50
"343",10722,4,2,1,0,5,2,3,3,2,4,50
"344",10722,4,3,1,0,5,3,4,3,2,4,50
"345",10722,4,4,1,0,5,3,5,4,2,5,50
"346",10722,4,5,1,0,4,3,4,4,6,5,50
"347",10722,4,6,1,0,6,1,5,2,2,4,50
"348",10722,4,7,1,0,6,3,2,2,2,6,50
"349",10722,4,8,1,0,5,3,2,2,2,6,50
"350",10722,4,9,1,0,2,3,5,5,2,2,50
"351",10722,4,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"352",10722,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"353",10722,5,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"354",10722,5,2,1,0,5,3,6,5,2,4,50
"355",10722,5,3,1,0,3,0,6,5,5,2,50
"356",10722,5,4,1,0,3,-2,6,4,4,3,50
"357",10722,5,5,1,0,2,2,6,5,4,2,50
"358",10722,5,6,1,0,2,0,6,5,5,2,50
"359",10722,5,7,1,0,3,-2,6,6,5,2,50
"360",10722,5,8,1,0,3,0,6,5,4,3,50
"361",10722,5,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"362",10722,5,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"363",10722,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"364",10722,6,1,1,0,2,0,6,6,6,2,50
"365",10722,6,2,1,0,3,0,6,6,5,2,50
"366",10722,6,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"367",10722,6,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"368",10722,6,5,1,0,2,3,7,6,6,2,50
"369",10722,6,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"370",10722,6,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"371",10722,6,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"372",10722,6,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"373",10722,6,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"374",10722,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"375",10722,7,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"376",10722,7,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"377",10722,7,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"378",10722,7,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"379",10722,7,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"380",10722,7,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"381",10722,7,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"382",10722,7,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"383",10722,7,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"384",10722,7,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"385",10722,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"386",10722,8,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"387",10722,8,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"388",10722,8,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"389",10722,8,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"390",10722,8,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"391",10722,8,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"392",10722,8,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"393",10722,8,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"394",10722,8,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"395",10722,8,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"396",10722,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"397",10722,9,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"398",10722,9,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"399",10722,9,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"400",10722,9,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"401",10722,9,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"402",10722,9,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"403",10722,9,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"404",10722,9,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"405",10722,9,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"406",10722,9,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"407",10722,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"408",10722,10,1,NA,0,NA,NA,NA,NA,NA,NA,NA
"409",10722,10,2,NA,0,NA,NA,NA,NA,NA,NA,NA
"410",10722,10,3,NA,0,NA,NA,NA,NA,NA,NA,NA
"411",10722,10,4,NA,0,NA,NA,NA,NA,NA,NA,NA
"412",10722,10,5,NA,0,NA,NA,NA,NA,NA,NA,NA
"413",10722,10,6,NA,0,NA,NA,NA,NA,NA,NA,NA
"414",10722,10,7,NA,0,NA,NA,NA,NA,NA,NA,NA
"415",10722,10,8,NA,0,NA,NA,NA,NA,NA,NA,NA
"416",10722,10,9,NA,0,NA,NA,NA,NA,NA,NA,NA
"417",10722,10,10,NA,0,NA,NA,NA,NA,NA,NA,NA
"418",10722,10,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"463",10722,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"464",10722,1,2,1,1,2,2,6,7,6,2,50
"465",10722,1,3,1,1,4,0,1,5,4,4,50
"466",10722,1,4,1,1,6,3,5,2,4,6,50
"467",10722,1,5,1,1,4,3,1,5,3,4,50
"468",10722,1,6,1,1,4,3,4,5,5,3,50
"469",10722,1,7,1,1,4,2,6,4,5,4,50
"470",10722,1,8,1,1,4,3,1,4,4,4,50
"471",10722,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"472",10722,1,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"473",10722,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"474",10722,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"475",10722,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"476",10722,2,3,1,1,4,2,1,4,4,4,50
"477",10722,2,4,1,1,4,-2,1,4,4,4,50
"478",10722,2,5,1,1,4,3,1,4,4,4,50
"479",10722,2,6,1,1,4,2,1,4,4,4,50
"480",10722,2,7,1,1,4,NA,1,4,4,4,50
"481",10722,2,8,1,1,6,3,1,2,2,6,50
"482",10722,2,9,1,1,7,3,1,1,2,7,50
"483",10722,2,10,1,1,6,3,1,2,2,6,50
"484",10722,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"485",10722,3,1,1,1,4,3,1,4,4,4,50
"486",10722,3,2,1,1,4,3,1,4,2,4,50
"487",10722,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"488",10722,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"489",10722,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"490",10722,3,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"491",10722,3,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"492",10722,3,8,1,1,6,3,2,2,2,6,50
"493",10722,3,9,1,1,6,3,1,2,2,5,50
"494",10722,3,10,1,1,2,3,2,2,2,2,50
"495",10722,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"496",10722,4,1,1,1,4,3,4,4,4,4,50
"497",10722,4,2,1,1,6,2,1,2,2,6,50
"498",10722,4,3,1,1,6,3,1,4,2,5,50
"499",10722,4,4,1,1,6,3,1,1,2,6,50
"500",10722,4,5,1,1,6,3,1,2,6,6,50
"501",10722,4,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"502",10722,4,7,1,1,6,3,1,2,2,6,50
"503",10722,4,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"504",10722,4,9,1,1,6,3,1,2,2,6,50
"505",10722,4,10,1,1,6,3,1,2,2,6,50
"506",10722,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"507",10722,5,1,1,1,NA,NA,NA,NA,NA,NA,50
"508",10722,5,2,1,1,6,3,1,2,2,5,50
"509",10722,5,3,1,1,6,3,1,2,2,6,50
"510",10722,5,4,1,1,6,3,1,2,2,6,50
"511",10722,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"512",10722,5,6,1,1,5,3,1,2,2,6,50
"513",10722,5,7,1,1,6,3,1,2,2,5,50
"514",10722,5,8,1,1,6,3,2,2,2,6,50
"515",10722,5,9,1,1,5,3,1,2,2,5,50
"516",10722,5,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"517",10722,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"518",10722,6,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"519",10722,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"520",10722,6,3,1,1,5,3,1,3,3,5,50
"521",10722,6,4,1,1,6,2,2,2,2,6,50
"522",10722,6,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"523",10722,6,6,1,1,5,0,1,2,2,6,50
"524",10722,6,7,1,1,5,3,1,2,2,6,50
"525",10722,6,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"526",10722,6,9,1,1,6,3,5,2,2,6,50
"527",10722,6,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"528",10722,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"529",10722,7,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"530",10722,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"531",10722,7,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"532",10722,7,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"533",10722,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"534",10722,7,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"535",10722,7,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"536",10722,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"537",10722,7,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"538",10722,7,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"539",10722,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"540",10722,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"541",10722,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"542",10722,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"543",10722,8,4,NA,1,NA,NA,NA,NA,NA,NA,NA
"544",10722,8,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"545",10722,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"546",10722,8,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"547",10722,8,8,NA,1,NA,NA,NA,NA,NA,NA,NA
"548",10722,8,9,NA,1,NA,NA,NA,NA,NA,NA,NA
"549",10722,8,10,NA,1,NA,NA,NA,NA,NA,NA,NA
"550",10722,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"551",10722,9,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"552",10722,9,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"553",10722,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"554",10722,9,4,NA,1,NA,NA,NA,NA,NA,NA,NA
