"ParticipantID";"Gender";"Age"
4;NA;NA
4;NA;NA
4;1;37
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;1;37
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
4;NA;NA
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;NA;NA
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;NA;NA
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
5;0;28
6;NA;NA
6;NA;NA
6;NA;NA
6;NA;NA
6;NA;NA
6;NA;NA
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;NA;NA
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;NA;NA
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
6;0;35
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;0;43
7;0;43
7;NA;NA
7;NA;NA
7;NA;NA
7;0;43
7;0;43
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;0;43
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
7;NA;NA
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;NA;NA
9;NA;NA
9;1;24
9;1;24
9;1;24
9;1;24
9;NA;NA
9;NA;NA
9;NA;NA
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
9;1;24
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
10;0;53
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
11;NA;NA
11;1;49
11;1;49
11;1;49
11;1;49
11;1;49
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;NA;NA
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;NA;NA
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
12;1;60
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;NA;NA
13;NA;NA
13;NA;NA
13;1;27
13;1;27
13;NA;NA
13;1;27
13;NA;NA
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;NA;NA
13;NA;NA
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
13;1;27
14;NA;NA
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;NA;NA
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;NA;NA
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;1;70
14;NA;NA
14;NA;NA
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
15;0;56
16;1;27
16;1;27
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;1;27
16;NA;NA
16;NA;NA
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;1;27
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;1;27
16;1;27
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;NA;NA
16;NA;NA
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;1;27
16;NA;NA
16;1;27
16;1;27
16;NA;NA
16;NA;NA
16;NA;NA
16;1;27
16;NA;NA
16;1;27
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;NA;NA
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;NA;NA
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
17;1;52
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;NA;NA
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
18;1;48
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
19;1;22
20;NA;NA
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;NA;NA
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;NA;NA
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;NA;NA
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
20;1;50
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;NA;NA
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
21;1;20
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;NA;NA
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;NA;NA
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;NA;NA
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;0;41
22;NA;NA
22;0;41
22;0;41
22;0;41
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;1;47
23;1;47
23;1;47
23;1;47
23;1;47
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
23;NA;NA
24;1;56
24;NA;NA
24;1;56
